SubscriptionID;DeliveryType;DeliveryClass;DeliveryContext;StartDate;EndDate
1311597;MD;NOR;;19/01/2011;18/07/2011
1311849;MD;NOR;PCH;04/01/2011;01/02/2011
1311897;MD;NOR;PCH;06/01/2011;03/02/2011
1311924;MD;NOR;;05/01/2011;02/02/2011
1311935;MD;NOR;PCH;20/01/2011;17/01/2012
1311959;MD;NOR;;04/01/2011;01/02/2011
1312022;MD;NOR;PCH;05/01/2011;02/02/2011
1312055;MD;NOR;;24/12/2010;31/12/2010
131206;MD;NOR;;01/04/2008;30/03/2009
131207;MD;NOR;;02/04/2007;17/08/2007
131207;MD;NOR;;25/08/2007;31/03/2008
131207;DI;NOR;;18/08/2007;24/08/2007
131208;MD;NOR;;01/04/2006;31/03/2007
1312134;MD;NOR;;24/12/2010;31/12/2010
1312173;MD;NOR;;24/12/2010;31/12/2010
1312184;MD;NOR;;24/12/2010;31/12/2010
1312186;MD;NOR;;24/12/2010;31/12/2010
1312199;MD;NOR;;24/12/2010;31/12/2010
1312204;MD;NOR;;24/12/2010;31/12/2010
1312205;MD;NOR;;24/12/2010;31/12/2010
1312332;MD;NOR;;24/12/2010;31/12/2010
1312582;MD;NOR;;21/01/2011;18/01/2012
1312633;MD;NOR;;21/01/2011;19/04/2011
1312882;MD;NOR;;17/03/2011;16/06/2011
1312883;MD;NOR;;07/01/2011;04/02/2011
1312899;MD;NOR;;07/01/2011;04/02/2011
1312941;MD;NOR;;24/12/2010;31/12/2010
1313020;MD;NOR;;24/12/2010;31/12/2010
1313037;MD;NOR;;24/12/2010;31/12/2010
1313113;MD;NOR;;24/12/2010;31/12/2010
1313146;MD;NOR;;24/12/2010;31/12/2010
1313189;MD;NOR;;24/12/2010;31/12/2010
1313222;MD;NOR;;24/12/2010;31/12/2010
1313319;MD;NOR;;24/12/2010;31/12/2010
1313325;MD;NOR;;24/12/2010;31/12/2010
1313399;MD;NOR;;24/12/2010;31/12/2010
1313413;MD;NOR;;24/12/2010;31/12/2010
1313436;MD;NOR;;24/12/2010;31/12/2010
1313437;MD;NOR;;24/12/2010;31/12/2010
1313443;MD;NOR;;24/12/2010;31/12/2010
1313578;MD;NOR;;24/12/2010;31/12/2010
1313674;MD;NOR;;24/12/2010;31/12/2010
1313768;MD;NOR;;24/12/2010;31/12/2010
1313855;MD;NOR;;24/12/2010;31/12/2010
1313899;MD;NOR;;24/12/2010;31/12/2010
1313929;MD;NOR;;24/12/2010;31/12/2010
1313965;MD;NOR;;24/12/2010;31/12/2010
1314014;MD;NOR;;24/12/2010;31/12/2010
1314113;MD;NOR;;24/12/2010;31/12/2010
1314150;MD;NOR;;24/12/2010;31/12/2010
1314213;MD;NOR;;24/12/2010;31/12/2010
1314288;MD;NOR;;24/12/2010;31/12/2010
1314298;MD;NOR;;24/12/2010;31/12/2010
1314310;MD;NOR;;24/12/2010;31/12/2010
1314411;MD;NOR;;24/12/2010;31/12/2010
1314439;MD;NOR;;24/12/2010;31/12/2010
1314450;MD;NOR;;24/12/2010;31/12/2010
1314465;MD;NOR;;24/12/2010;31/12/2010
1314530;MD;NOR;;24/12/2010;31/12/2010
1314605;MD;NOR;;24/12/2010;31/12/2010
1314627;MD;NOR;;24/12/2010;31/12/2010
1314739;MD;NOR;;24/12/2010;31/12/2010
1314973;MD;NOR;;24/12/2010;31/12/2010
1315039;MD;NOR;;24/12/2010;31/12/2010
1315069;MD;NOR;;24/12/2010;31/12/2010
1315287;MD;NOR;;24/12/2010;31/12/2010
1315301;MD;NOR;;24/12/2010;31/12/2010
1315333;MD;NOR;;24/12/2010;31/12/2010
1315391;MD;NOR;;24/12/2010;31/12/2010
1315428;MD;NOR;;24/12/2010;31/12/2010
1315432;MD;NOR;;24/12/2010;31/12/2010
1315469;MD;NOR;;24/12/2010;31/12/2010
1315545;MD;NOR;;24/12/2010;31/12/2010
1315555;MD;NOR;;24/12/2010;31/12/2010
1315572;MD;NOR;;24/12/2010;31/12/2010
1315623;MD;NOR;;24/12/2010;31/12/2010
1315633;MD;NOR;;24/12/2010;31/12/2010
1315677;MD;NOR;;24/12/2010;31/12/2010
1315713;MD;NOR;;24/12/2010;31/12/2010
1315716;MD;NOR;;24/12/2010;31/12/2010
1315723;MD;NOR;;24/12/2010;31/12/2010
1315789;MD;NOR;;24/12/2010;31/12/2010
1315809;MD;NOR;;24/12/2010;31/12/2010
1315837;MD;NOR;;24/12/2010;31/12/2010
1315890;MD;NOR;;24/12/2010;31/12/2010
1315916;MD;NOR;;24/12/2010;31/12/2010
1315947;MD;NOR;;24/12/2010;31/12/2010
1315974;MD;NOR;;24/12/2010;31/12/2010
1316007;MD;NOR;;24/12/2010;31/12/2010
1316041;MD;NOR;;24/12/2010;31/12/2010
1316071;MD;NOR;;24/12/2010;31/12/2010
1316144;MD;NOR;;24/12/2010;31/12/2010
1316166;MD;NOR;;24/12/2010;31/12/2010
1316182;MD;NOR;;24/12/2010;31/12/2010
1316188;MD;NOR;;24/12/2010;31/12/2010
1316199;MD;NOR;;24/12/2010;31/12/2010
1316237;MD;NOR;;24/12/2010;31/12/2010
1316258;MD;NOR;;24/12/2010;31/12/2010
1316310;MD;NOR;;24/12/2010;31/12/2010
1316340;MD;NOR;;24/12/2010;31/12/2010
1316806;MD;NOR;PCH;14/01/2011;11/01/2012
1316958;MD;NOR;;08/01/2011;05/02/2011
1317005;MD;NOR;;01/02/2011;01/08/2011
1317126;MD;NOR;;22/01/2011;19/01/2012
1317274;MD;NOR;;22/01/2011;19/01/2012
1317382;MD;NOR;PCH;23/01/2011;20/01/2012
1317438;MD;NOR;REN;23/01/2011;20/01/2012
1317487;MD;NOR;;23/01/2011;21/01/2012
1317580;MD;NOR;PCH;23/01/2011;20/01/2012
1317585;MD;NOR;;23/01/2011;20/01/2012
1317599;MD;NOR;;23/01/2011;20/01/2012
1317621;MD;NOR;;23/01/2011;20/01/2012
1317709;MD;NOR;REN;25/01/2011;25/07/2011
1317746;MD;NOR;PCH;23/01/2011;23/04/2011
1317919;MD;NOR;PCH;23/01/2011;21/04/2011
1317931;MD;NOR;;27/12/2010;26/03/2011
1317949;MD;NOR;;27/12/2010;25/03/2011
1318018;MD;NOR;;09/01/2011;07/02/2011
1318027;MD;NOR;;27/12/2010;25/03/2011
1318091;MD;NOR;;28/01/2012;25/02/2012
1319179;MD;NOR;;27/01/2011;24/01/2012
1319192;MD;NOR;ACH;25/01/2011;21/01/2012
1319210;MD;NOR;;26/01/2011;23/01/2012
1319355;MD;NOR;;26/01/2011;23/01/2012
1319376;MD;NOR;;27/01/2011;24/01/2012
1319599;MD;NOR;REN;25/01/2011;21/01/2012
1319647;MD;NOR;;25/01/2011;21/01/2012
1319729;MD;NOR;PCH;25/01/2011;21/01/2012
1319743;MD;NOR;;25/01/2011;21/01/2012
1319761;MD;NOR;;26/01/2011;23/01/2012
1319766;MD;NOR;REN;27/01/2011;24/01/2012
1319767;MD;NOR;;26/01/2011;23/01/2012
131985;MD;NOR;;01/07/2008;01/07/2009
131986;MD;NOR;;02/07/2007;30/06/2008
131987;MD;NOR;;01/07/2006;30/06/2007
1319910;MD;NOR;PCH;28/01/2011;25/01/2012
1319972;MD;NOR;ACH;26/01/2011;26/07/2011
132007;MD;NOR;ACH;01/01/2008;30/12/2008
132008;MD;NOR;ACH;13/12/2007;31/12/2007
132008;MD;NOR;;02/01/2007;12/12/2007
1320084;MD;NOR;;27/01/2011;27/07/2011
1320125;MD;NOR;REN;27/01/2011;27/07/2011
1320143;MD;NOR;;27/01/2011;27/07/2011
1320279;MD;NOR;;25/01/2011;22/04/2011
1320358;MD;NOR;;11/01/2011;08/04/2011
1320407;MD;NOR;PCH;25/01/2011;22/04/2011
1320424;MD;NOR;PCH;25/01/2011;22/04/2011
1320447;MD;NOR;REN;26/01/2011;23/04/2011
1320460;MD;NOR;;26/01/2011;23/04/2011
1320482;MD;NOR;;03/02/2011;03/05/2011
1320490;MD;NOR;PCH;12/01/2011;09/04/2011
1320563;MD;NOR;PCH;12/01/2011;09/04/2011
1320720;MD;NOR;;11/01/2011;08/02/2011
1320858;MD;NOR;REN;14/01/2011;11/02/2011
1320966;MD;NOR;;12/01/2011;09/02/2011
1321048;MD;NOR;PCH;13/01/2011;10/02/2011
1321065;MD;NOR;;13/01/2011;10/02/2011
1321216;MD;NOR;;28/01/2011;25/01/2012
1321220;MD;NOR;;28/01/2011;25/01/2012
1321258;MD;NOR;;28/01/2011;25/01/2012
1321321;MD;NOR;ACH;28/01/2011;25/01/2012
1321327;MD;NOR;;28/01/2011;25/01/2012
1321477;MD;NOR;PCH;28/01/2011;25/01/2012
1321618;MD;NOR;PCH;28/01/2011;27/04/2011
1321759;MD;NOR;;14/01/2011;11/02/2011
1321760;MD;NOR;;14/01/2011;11/02/2011
1321798;MD;NOR;ACH;11/11/2011;09/05/2012
1321806;MD;NOR;REN;14/01/2011;11/02/2011
132195;DR;NOR;VAC;19/02/2008;23/02/2008
132195;DR;NOR;VAC;10/03/2008;19/03/2008
132195;MD;NOR;;01/01/2008;18/02/2008
132195;MD;NOR;;24/02/2008;09/03/2008
132195;MD;NOR;;20/03/2008;31/03/2008
132196;DR;NOR;OTH;14/11/2007;24/11/2007
132196;MD;NOR;;30/09/2007;13/11/2007
132196;MD;NOR;;25/11/2007;31/12/2007
132197;DR;NOR;;16/08/2007;03/09/2007
132197;MD;NOR;;02/07/2007;15/08/2007
132197;MD;NOR;;04/09/2007;29/09/2007
132198;MD;NOR;;02/04/2007;30/06/2007
132199;MD;NOR;;02/01/2007;31/03/2007
1322186;MD;NOR;PCH;14/01/2011;11/02/2011
1322808;MD;NOR;;29/01/2011;26/01/2012
1322858;MD;NOR;;29/01/2011;26/01/2012
1322877;MD;NOR;;29/01/2011;26/01/2012
1322894;MD;NOR;;29/01/2011;26/01/2012
1322991;MD;NOR;;29/01/2011;26/01/2012
1323120;MD;NOR;REN;29/01/2011;28/04/2011
1323159;MD;NOR;;29/01/2011;28/04/2011
1323177;MD;NOR;REN;29/01/2011;28/04/2011
1323186;MD;NOR;REN;29/01/2011;28/04/2011
1323207;MD;NOR;PCH;29/01/2011;29/07/2011
1323720;MD;NOR;;30/01/2011;27/01/2012
1323728;MD;NOR;;30/01/2011;27/01/2012
132380;MD;NOR;;01/01/2008;30/12/2008
132381;MD;NOR;;02/01/2007;31/12/2007
1323917;MD;NOR;;30/01/2011;27/01/2012
1323918;MD;NOR;;30/01/2011;27/01/2012
1324026;MD;NOR;;30/01/2011;27/01/2012
1324073;MD;NOR;PCH;30/01/2011;27/01/2012
132412;MD;NOR;;01/10/2008;01/10/2009
132413;MD;NOR;;30/09/2007;30/09/2008
132414;MD;NOR;;02/10/2006;29/09/2007
1324166;MD;NOR;;30/01/2011;27/01/2012
1324366;MD;NOR;;30/01/2011;28/01/2012
1324368;MD;NOR;ACH;30/01/2011;28/01/2012
1324587;MD;NOR;;30/01/2011;27/01/2012
1324624;MD;NOR;;30/01/2011;28/01/2012
1324687;MD;NOR;;30/01/2011;27/01/2012
1324691;MD;NOR;;30/01/2011;28/01/2012
1324945;MD;NOR;;30/01/2011;29/04/2011
1325043;MD;NOR;;30/01/2011;29/04/2011
1325048;MD;NOR;;03/02/2011;03/05/2011
1325143;MD;NOR;ACH;16/01/2011;14/02/2011
1325271;MD;NOR;REN;16/01/2011;14/02/2011
1325489;MD;NOR;PCH;16/01/2011;14/02/2011
1325495;MD;NOR;PCH;16/01/2011;14/02/2011
1325705;MD;NOR;PCH;16/01/2011;14/02/2011
1325716;MD;NOR;PCH;16/01/2011;14/02/2011
1325811;MD;NOR;PCH;16/01/2011;14/02/2011
1325899;MD;NOR;PCH;16/01/2011;14/02/2011
1325995;MD;NOR;;16/01/2011;14/02/2011
1326104;MD;NOR;ACH;16/01/2011;14/02/2011
1326145;MD;NOR;PCH;16/01/2011;14/02/2011
132620;MD;NOR;;01/01/2008;30/12/2008
132621;MD;NOR;;02/01/2007;31/12/2007
132626;MD;NOR;;01/07/2008;01/07/2009
132627;MD;NOR;;02/07/2007;30/06/2008
132628;MD;NOR;;01/07/2006;30/06/2007
1326318;MD;NOR;PCH;16/01/2011;14/02/2011
1326370;MD;NOR;PCH;16/01/2011;14/02/2011
1326374;MD;NOR;PCH;16/01/2011;14/02/2011
1326419;MD;NOR;PCH;01/01/2011;19/12/2011
1326885;MD;NOR;;01/02/2011;28/01/2012
1326889;MD;NOR;;02/02/2011;30/01/2012
1326892;MD;NOR;PCH;03/02/2011;30/01/2012
1326893;MD;NOR;PCH;01/02/2011;28/01/2012
1326939;MD;NOR;PCH;01/02/2011;28/01/2012
1326940;MD;NOR;PCH;01/02/2011;28/01/2012
1326967;MD;NOR;PCH;01/02/2011;27/03/2012
1326987;MD;NOR;PCH;03/02/2011;31/01/2012
1327040;MD;NOR;;01/02/2011;28/01/2012
1327315;MD;NOR;;01/02/2011;28/01/2012
1327455;MD;NOR;ACH;01/02/2011;28/01/2012
1327564;MD;NOR;;01/02/2011;28/01/2012
1327641;MD;NOR;;01/02/2011;28/01/2012
1327663;MD;NOR;;01/02/2011;28/01/2012
1327672;MD;NOR;;01/02/2011;28/01/2012
1327688;MD;NOR;;01/02/2011;28/01/2012
1327792;MD;NOR;;01/02/2011;28/01/2012
1328024;MD;NOR;;03/02/2011;31/01/2012
1328091;MD;NOR;PCH;01/02/2011;28/01/2012
1328092;MD;NOR;ACH;01/02/2011;28/01/2012
1328221;MD;NOR;;01/02/2011;28/01/2012
1328225;MD;NOR;ACH;01/02/2011;28/01/2012
1328361;MD;NOR;;01/02/2011;28/01/2012
1328392;MD;NOR;PCH;01/02/2011;28/01/2012
1329228;MD;NOR;PCH;01/02/2011;28/01/2012
1329505;MD;NOR;PCH;01/02/2011;28/01/2012
1329506;MD;NOR;;01/02/2011;28/01/2012
1329544;MD;NOR;PCH;01/02/2011;28/01/2012
1330013;MD;NOR;;02/02/2011;30/01/2012
1330115;MD;NOR;;01/02/2011;28/01/2012
1330286;MD;NOR;;01/02/2011;28/01/2012
133050;MD;NOR;;04/01/2008;02/01/2009
133051;MD;NOR;;04/01/2007;03/01/2008
133052;MD;NOR;;04/01/2006;03/01/2007
1330535;MD;NOR;;02/02/2011;30/01/2012
1330616;MD;NOR;;02/02/2011;30/01/2012
1330663;MD;NOR;;02/02/2011;30/01/2012
1330698;MD;NOR;;01/02/2011;28/01/2012
1330806;MD;NOR;;03/02/2011;31/01/2012
1330963;MD;NOR;;01/02/2011;28/01/2012
1330973;MD;NOR;PCH;03/02/2011;31/01/2012
1331010;MD;NOR;;02/02/2011;30/01/2012
1331023;MD;NOR;ACH;02/02/2011;30/01/2012
1331232;MD;NOR;;01/02/2011;28/01/2012
1331508;MD;NOR;;03/02/2011;31/01/2012
1331551;MD;NOR;;01/02/2011;01/08/2011
1331570;MD;NOR;PCH;03/02/2011;03/08/2011
1331575;MD;NOR;PCH;01/02/2011;28/01/2012
1331623;MD;NOR;;01/02/2011;28/01/2012
1331686;MD;NOR;;03/02/2011;29/02/2012
1331702;MD;NOR;;04/02/2011;01/02/2012
1332019;MD;NOR;PCH;01/02/2011;30/04/2011
1332050;MD;NOR;;02/02/2011;02/05/2011
1332061;MD;NOR;;01/02/2011;01/08/2011
1332160;MD;NOR;REN;02/02/2011;02/05/2011
1332191;MD;NOR;REN;02/02/2011;02/05/2011
1332227;MD;NOR;PCH;19/01/2011;16/04/2011
1332228;MD;NOR;REN;01/02/2011;01/08/2011
1332255;MD;NOR;PCH;03/02/2011;03/05/2011
1332410;MD;NOR;;03/02/2011;03/05/2011
1332457;MD;NOR;;01/02/2011;01/08/2011
1332616;MD;NOR;;18/01/2011;15/02/2011
1332644;MD;NOR;;18/01/2011;15/02/2011
1332908;MD;NOR;PCH;19/01/2011;16/02/2011
1332964;MD;NOR;REN;19/01/2011;16/02/2011
1332994;MD;NOR;PCH;18/01/2011;15/02/2011
1333032;MD;NOR;PCH;19/01/2011;16/02/2011
1333057;MD;NOR;;20/01/2011;17/02/2011
1333105;MD;NOR;;18/01/2011;17/02/2011
1333129;MD;NOR;PCH;20/01/2011;17/02/2011
1333179;MD;NOR;PCH;20/01/2011;17/02/2011
1333922;MD;NOR;PCH;04/02/2011;01/02/2012
1333941;MD;NOR;PCH;04/02/2011;01/02/2012
1333943;MD;NOR;PCH;04/02/2011;01/02/2012
1333977;MD;NOR;;04/02/2011;01/02/2012
1333987;MD;NOR;PCH;04/02/2011;01/02/2012
1334027;MD;NOR;PCH;04/02/2011;01/02/2012
1334107;MD;NOR;REN;04/02/2011;04/05/2011
1334204;MD;NOR;;04/02/2011;04/05/2011
1334243;MD;NOR;REN;21/01/2011;18/02/2011
133449;MD;NOR;;01/07/2008;01/07/2009
133450;MD;NOR;;02/07/2007;30/06/2008
133451;MD;NOR;;01/07/2006;30/06/2007
1334713;MD;NOR;PCH;04/02/2011;01/02/2012
1335409;MD;NOR;;05/02/2011;02/02/2012
1335425;MD;NOR;;05/02/2011;02/02/2012
1335606;MD;NOR;REN;05/02/2011;05/05/2011
1335652;MD;NOR;REN;05/02/2011;05/05/2011
1335662;MD;NOR;;05/02/2011;05/05/2011
133570;MD;NOR;;01/01/2008;30/12/2008
133571;MD;NOR;;02/01/2007;31/12/2007
1335873;MD;NOR;;19/01/2011;14/02/2012
1335966;MD;NOR;PCH;06/02/2011;03/02/2012
1335986;MD;NOR;;06/02/2011;03/02/2012
1335996;MD;NOR;;06/02/2011;03/02/2012
1336025;MD;NOR;;06/02/2011;04/02/2012
1336030;MD;NOR;;06/02/2011;03/02/2012
1336082;MD;NOR;ACH;06/02/2011;03/02/2012
1336091;MD;NOR;PCH;06/02/2011;03/02/2012
1336367;MD;NOR;;06/02/2011;06/08/2011
1336509;MD;NOR;PCH;06/02/2011;06/05/2011
1336561;MD;NOR;REN;06/02/2011;06/05/2011
1336600;MD;NOR;REN;06/02/2011;06/05/2011
1336853;MD;NOR;PCH;23/01/2011;21/02/2011
1336999;MD;NOR;;23/01/2011;19/05/2012
1337165;MD;NOR;PCH;23/01/2011;21/02/2011
1337310;MD;NOR;;11/01/2011;24/01/2011
1337624;MD;NOR;REN;11/01/2011;08/04/2011
1337684;MD;NOR;ACH;08/02/2011;04/02/2012
1337715;MD;NOR;;09/02/2011;06/02/2012
1337717;MD;NOR;;10/02/2011;07/02/2012
1337732;MD;NOR;;10/02/2011;07/02/2012
1337981;MD;NOR;PCH;10/02/2011;07/02/2012
1337984;MD;NOR;;10/02/2011;07/02/2012
1338001;MD;NOR;PCH;09/02/2011;06/02/2012
1338018;MD;NOR;PCH;09/02/2011;06/02/2012
1338171;MD;NOR;PCH;08/02/2011;04/02/2012
1338188;MD;NOR;PCH;08/02/2011;04/02/2012
1338320;MD;NOR;REN;09/02/2011;06/02/2012
1338369;MD;NOR;REN;09/02/2011;06/02/2012
1338388;MD;NOR;;08/02/2011;04/02/2012
1338394;MD;NOR;;09/02/2011;09/08/2011
1338400;MD;NOR;REN;10/02/2011;10/08/2011
1338455;MD;NOR;PCH;08/02/2011;08/08/2011
1338526;MD;NOR;REN;10/02/2011;10/08/2011
1338632;MD;NOR;;09/02/2011;09/08/2011
1338678;MD;NOR;;08/02/2011;07/05/2011
1338751;MD;NOR;;08/02/2011;07/05/2011
1338840;MD;NOR;;10/02/2011;10/05/2011
1338893;MD;NOR;REN;10/02/2011;10/05/2011
1338966;MD;NOR;;09/02/2011;09/05/2011
1338983;MD;NOR;PCH;10/02/2011;10/05/2011
1339119;MD;NOR;PCH;25/01/2011;22/02/2011
1339150;MD;NOR;REN;25/01/2011;22/02/2011
1339164;MD;NOR;REN;26/01/2011;23/02/2011
1339262;MD;NOR;;25/01/2011;22/02/2011
1339435;MD;NOR;;22/03/2011;18/05/2012
1339710;MD;NOR;;19/01/2011;14/03/2012
1339728;MD;NOR;REN;11/02/2011;08/02/2012
1339798;MD;NOR;PCH;11/02/2011;08/02/2012
1339811;MD;NOR;REN;11/02/2011;08/02/2012
1339814;MD;NOR;;11/02/2011;08/02/2012
1339896;MD;NOR;;11/02/2011;11/08/2011
1340008;MD;NOR;REN;11/02/2011;11/05/2011
1340045;MD;NOR;PCH;11/02/2011;11/05/2011
1340112;MD;NOR;REN;11/02/2011;11/05/2011
1340276;MD;NOR;REN;28/01/2011;25/02/2011
1340523;MD;NOR;ACH;12/02/2011;09/02/2012
1340577;MD;NOR;;12/02/2011;09/02/2012
1340578;MD;NOR;;18/01/2011;13/03/2012
1340590;MD;NOR;PCH;12/02/2011;09/02/2012
1340609;MD;NOR;PCH;12/02/2011;09/02/2012
1340788;MD;NOR;;12/02/2011;12/05/2011
1340794;MD;NOR;;19/02/2011;19/05/2011
1340860;MD;NOR;REN;12/02/2011;12/05/2011
1340920;MD;NOR;;12/02/2011;12/05/2011
1341138;MD;NOR;;30/12/2011;27/01/2012
1341146;MD;NOR;;28/01/2012;25/02/2012
1341150;MD;NOR;;12/02/2011;09/02/2012
1341204;MD;NOR;PCH;13/02/2011;10/02/2012
1341322;MD;NOR;;12/02/2011;09/02/2012
1341362;MD;NOR;;13/02/2011;10/02/2012
1341378;MD;NOR;PCH;13/02/2011;10/02/2012
1341585;MD;NOR;;13/02/2011;14/05/2011
1341613;MD;NOR;REN;12/02/2011;12/08/2011
1341656;MD;NOR;;13/02/2011;13/08/2011
1341708;MD;NOR;ACH;13/02/2011;13/05/2011
1341711;MD;NOR;REN;13/02/2011;13/05/2011
1341890;MD;NOR;REN;30/01/2011;28/02/2011
1341944;MD;NOR;;30/01/2011;28/02/2011
134202;MD;NOR;;01/01/2008;01/06/2008
134202;MD;NOR;ACH;02/06/2008;30/06/2008
134203;MD;NOR;;02/07/2007;31/12/2007
134204;MD;NOR;;02/01/2007;30/06/2007
1342440;MD;NOR;REN;03/02/2011;29/02/2012
1343436;MD;NOR;;16/02/2011;13/02/2012
1343439;MD;NOR;;16/02/2011;13/02/2012
1343443;MD;NOR;;22/02/2011;18/02/2012
1343446;MD;NOR;;17/02/2011;14/02/2012
134351;MD;NOR;;01/07/2008;01/07/2009
134352;MD;NOR;;30/06/2007;30/06/2008
134353;MD;NOR;;30/06/2006;29/06/2007
1343568;MD;NOR;;15/02/2011;11/02/2012
1343619;MD;NOR;;01/02/2011;28/01/2012
1343649;MD;NOR;;15/02/2011;11/02/2012
1343656;MD;NOR;;15/02/2011;11/02/2012
1343662;MD;NOR;;16/02/2011;13/02/2012
1343767;MD;NOR;;16/02/2011;13/02/2012
1343858;MD;NOR;PCH;16/02/2011;13/02/2012
1343966;MD;NOR;PCH;17/02/2011;28/03/2011
1343966;MD;NOR;PCH;15/04/2011;02/09/2011
1343966;MD;NOR;PCH;17/09/2011;16/03/2012
1343966;DI;;VAC;29/03/2011;14/04/2011
1343966;DI;;VAC;03/09/2011;16/09/2011
1344174;MD;NOR;;16/02/2011;17/08/2011
1344238;MD;NOR;ACH;15/02/2011;16/08/2011
1344340;MD;NOR;;15/02/2011;23/05/2011
1344375;MD;NOR;;02/02/2011;02/05/2011
1344391;MD;NOR;REN;15/02/2011;14/05/2011
1344554;MD;NOR;;17/02/2011;17/05/2011
1344625;MD;NOR;;17/02/2011;18/05/2011
1344718;MD;NOR;REN;15/02/2011;14/05/2011
1344739;MD;NOR;PCH;17/02/2011;17/05/2011
1344768;MD;NOR;;16/02/2011;16/05/2011
1344884;MD;NOR;;01/02/2011;01/03/2011
1344962;MD;NOR;REN;01/02/2011;01/03/2011
1344964;MD;NOR;PCH;01/02/2011;01/03/2011
1345052;MD;NOR;PCH;03/02/2011;03/03/2011
1345059;MD;NOR;;02/02/2011;02/03/2011
1345096;MD;NOR;PCH;02/02/2011;02/03/2011
1345120;DI;;NPA;18/01/2011;18/01/2011
1345120;MD;NOR;;19/01/2011;19/01/2011
1345183;MD;NOR;;03/02/2011;03/03/2011
1345407;MD;NOR;;20/01/2011;15/03/2012
1345460;MD;NOR;PCH;18/02/2011;15/02/2012
1345475;MD;NOR;;18/02/2011;15/02/2012
1345492;MD;NOR;;18/02/2011;15/02/2012
1345494;MD;NOR;;18/02/2011;15/02/2012
1345502;MD;NOR;PCH;18/02/2011;15/02/2012
1345608;MD;NOR;;18/02/2011;15/02/2012
1345618;MD;NOR;;04/02/2011;04/05/2011
134577;MD;NOR;;01/10/2008;01/10/2009
134578;MD;NOR;;13/10/2007;30/09/2008
134578;MD;ABN;;12/10/2007;12/10/2007
134578;MD;NOR;;30/09/2007;11/10/2007
1345782;MD;NOR;REN;18/02/2011;18/05/2011
134579;MD;NOR;;02/10/2006;29/09/2007
1345796;MD;NOR;REN;18/02/2011;18/05/2011
1345821;MD;NOR;REN;28/01/2011;27/08/2011
1345864;MD;NOR;;18/02/2011;18/05/2011
1345983;MD;NOR;REN;18/02/2011;18/05/2011
1346031;MD;NOR;PCH;04/02/2011;04/03/2011
1346100;MD;NOR;;20/01/2011;19/07/2011
134618;MD;NOR;;01/01/2008;30/12/2008
134619;MD;NOR;;02/01/2007;31/12/2007
1346400;MD;NOR;;19/02/2011;16/02/2012
1346404;MD;NOR;PCH;19/02/2011;16/02/2012
1346506;MD;NOR;;19/02/2011;16/02/2012
1346508;MD;NOR;;19/02/2011;16/02/2012
134654;MD;NOR;;01/01/2008;30/12/2008
1346545;MD;NOR;;19/02/2011;16/02/2012
134655;MD;NOR;;02/01/2007;31/12/2007
1346702;MD;NOR;PCH;19/02/2011;19/05/2011
1346814;MD;NOR;;05/02/2011;05/03/2011
1346851;MD;NOR;;05/02/2011;05/03/2011
1347240;MD;NOR;;22/01/2011;14/01/2012
1347436;MD;NOR;PCH;20/02/2011;17/02/2012
1347437;MD;NOR;;20/02/2011;17/02/2012
1347477;MD;NOR;;20/02/2011;18/02/2012
1347517;MD;NOR;REN;20/02/2011;22/08/2011
1347551;MD;NOR;;20/02/2011;22/08/2011
1347560;MD;NOR;;20/02/2011;23/05/2011
1347705;MD;NOR;ACH;20/02/2011;20/05/2011
1347709;MD;NOR;;20/02/2011;20/05/2011
1347757;MD;NOR;;06/02/2011;07/03/2011
1347764;MD;NOR;;20/02/2011;20/05/2011
1347810;MD;NOR;REN;20/02/2011;20/05/2011
1348329;MD;NOR;ACH;17/02/2011;14/03/2012
1348352;MD;NOR;;29/01/2011;21/01/2012
1348443;MD;NOR;PCH;23/02/2011;20/02/2012
1348464;MD;NOR;PCH;22/02/2011;18/02/2012
1348495;MD;NOR;;23/02/2011;20/02/2012
1348519;MD;NOR;;23/02/2011;20/02/2012
1348549;MD;NOR;REN;24/02/2011;21/02/2012
1348650;MD;NOR;REN;24/02/2011;21/02/2012
1348736;MD;NOR;;22/02/2011;18/02/2012
1348786;MD;NOR;ACH;24/02/2011;21/02/2012
1348808;MD;NOR;PCH;24/02/2011;21/02/2012
1348815;MD;NOR;;22/02/2011;18/02/2012
1348900;MD;NOR;;22/02/2011;18/02/2012
1348906;MD;NOR;;23/02/2011;24/08/2011
1348941;MD;NOR;REN;23/02/2011;24/08/2011
1349015;MD;NOR;;24/02/2011;21/02/2012
1349023;MD;NOR;PCH;24/02/2011;25/08/2011
1349037;MD;NOR;;24/02/2011;25/08/2011
1349059;MD;NOR;;23/02/2011;24/08/2011
1349104;MD;NOR;PCH;10/02/2011;10/05/2011
1349115;MD;NOR;REN;23/02/2011;23/05/2011
1349154;MD;NOR;REN;22/02/2011;21/05/2011
1349183;MD;NOR;REN;22/02/2011;21/05/2011
1349205;MD;NOR;;23/02/2011;23/05/2011
1349238;MD;NOR;PCH;08/02/2011;07/05/2011
1349293;MD;NOR;REN;22/02/2011;21/05/2011
1349332;MD;NOR;REN;23/02/2011;23/05/2011
1349364;MD;NOR;;23/02/2011;23/05/2011
1349367;MD;NOR;;23/02/2011;23/05/2011
1349443;MD;NOR;;22/02/2011;21/05/2011
