SubscriptionID;ActionType;ProcessingDate;CreditSource;Amount;NbrNewspapers
271188;EN;15/01/2008;COM;0;1
277210;EN;19/03/2009;COM;0;1
277363;EN;19/03/2009;COM;0;1
277641;CC;18/11/2007;SUB;41.25;0
281946;EN;02/06/2009;COM;0.8191;1
281946;EN;17/06/2009;COM;0.8191;1
286979;EN;19/03/2009;COM;0;1
288411;EN;05/01/2009;COM;0.8191;1
289309;EN;19/03/2009;COM;0;1
293589;CC;30/08/2007;COM;156.24;
294911;EN;27/11/2007;COM;0.6318;1
294911;EN;28/11/2007;COM;0.6318;1
295037;EN;20/11/2008;COM;0.7143;1
295037;EN;20/11/2008;COM;0.7143;1
295037;EN;20/11/2008;COM;0.7143;1
295037;EN;20/11/2008;COM;0.7143;1
295037;EN;20/11/2008;COM;0.7143;1
295037;EN;20/11/2008;COM;0.7143;1
295037;EN;20/11/2008;COM;0.7143;1
298379;CC;20/11/2006;COM;4.52;
298379;CC;21/11/2007;COM;4.64;0
298379;CC;21/11/2007;COM;5.41;0
298379;CC;21/11/2007;COM;5.41;0
298380;EN;19/03/2009;COM;0;1
298445;CC;07/11/2007;COM;8.5;
298445;CC;07/11/2007;COM;1.55;
298445;CC;07/11/2007;COM;10.05;
298445;CC;07/11/2007;COM;3.77;
298446;CC;31/10/2006;COM;8.29;
298446;CC;31/10/2006;COM;3.77;
298446;CC;31/10/2006;COM;12.81;
298446;CC;31/10/2006;COM;1.51;
298446;CC;31/10/2006;COM;3.62;
299078;CC;30/11/2006;COM;9.41;
299079;EN;10/07/2009;COM;0;1
299940;CC;13/04/2006;COM;1.1;
300190;CC;22/04/2008;COM;3.87;0
300438;CC;31/03/2008;COM;1;0
300438;CC;31/03/2008;COM;1.2;0
300872;CC;14/01/2008;COM;9.28;0
301104;CC;14/09/2007;COM;1.2;
301104;CC;14/09/2007;COM;1;
301105;CC;14/09/2006;COM;9.79;
301107;CC;11/02/2008;COM;1;0
301107;CC;11/02/2008;COM;1.2;0
301351;CC;30/03/2007;COM;4.52;
301351;CC;31/03/2008;COM;7.73;0
301578;CC;14/04/2008;COM;1.2;0
301616;EN;26/05/2008;COM;0;1
302076;CC;12/01/2007;COM;4.47;
302438;CC;03/11/2008;COM;2.3;0
302439;EN;02/07/2008;COM;0.8191;1
302439;EN;02/07/2008;COM;0.8191;1
302439;EN;07/07/2008;COM;0.8191;1
302439;EN;07/07/2008;COM;0.8191;1
302439;EN;07/07/2008;COM;0.8191;1
302572;EN;26/05/2008;COM;0;1
302654;CC;17/12/2007;COM;1;0
303358;EN;23/01/2008;COM;0.8947;1
305797;EN;19/03/2009;COM;0;1
305798;CC;12/05/2008;COM;1;0
305847;CC;25/01/2007;COM;9.79;
305847;CC;25/01/2007;COM;4.52;
305847;CC;24/01/2008;COM;10.05;0
305847;CC;24/01/2008;COM;5.41;0
305847;CC;24/01/2008;COM;1.2;0
305848;CC;26/01/2006;COM;9.41;
305848;CC;26/01/2006;COM;7.82;
305880;CC;02/12/2007;COM;1;0
306048;CC;12/06/2007;COM;9.79;
306048;CC;12/06/2007;COM;10.86;
306215;CC;20/05/2008;COM;1.2;0
306384;CC;07/08/2007;COM;5.37;
306384;CC;07/08/2007;COM;5.37;
306385;CC;02/04/2007;COM;5.37;
306804;CC;08/08/2007;COM;1.2;
306805;CC;08/08/2006;COM;1.1;
307248;CC;22/05/2006;COM;8.68;
308257;CC;13/10/2007;COM;1;
308257;CC;17/03/2008;COM;4.18;0
308258;CC;25/05/2007;COM;68;
309453;CC;23/06/2006;COM;1.1;
309453;CC;23/06/2006;COM;2.1;
310177;CC;24/07/2007;COM;1;
310177;EN;03/12/2007;COM;0.768;1
310656;CC;28/12/2006;COM;4.52;
310723;CC;08/01/2008;COM;1;0
310723;CC;08/01/2008;COM;1.2;0
311117;EN;07/09/2009;COM;0.8191;1
311223;CC;10/10/2006;COM;10.26;
311877;CC;15/01/2007;COM;9.04;
311877;CC;14/01/2008;COM;8.5;0
311877;CC;14/01/2008;COM;1;0
311878;CC;13/01/2006;COM;10.86;
312463;CC;06/06/2007;COM;20.1;
312463;CC;06/06/2007;COM;3.87;
312463;CC;22/04/2008;COM;4.64;0
312492;CC;20/09/2006;COM;1.2;
312494;CC;18/09/2007;COM;11.3;
312494;CC;18/09/2007;COM;15.46;
312494;CC;18/09/2007;COM;16.23;
312494;CC;30/12/2008;COM;25.51;0
312495;CC;18/09/2006;COM;15.07;
312495;CC;18/09/2006;COM;11.3;
312495;CC;18/09/2006;COM;6.03;
314074;CC;22/01/2008;COM;12.53;0
314288;CC;02/06/2008;COM;1.2;0
314289;CC;01/06/2006;COM;1.1;
315729;CC;06/07/2006;COM;1.8;
315729;CC;06/07/2006;COM;7.96;
318454;CC;24/09/2007;COM;3.87;
318455;CC;22/09/2006;COM;3.77;
320640;CC;19/07/2006;COM;2.1;
320640;CC;19/07/2006;COM;1.1;
321406;CC;13/12/2005;COM;1.2;
321407;EN;01/10/2009;COM;0.8191;1
321960;CC;28/02/2006;COM;4.97;
321962;CC;02/12/2007;COM;1.2;0
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;19/08/2009;COM;0.8191;1
321963;EN;20/08/2009;COM;0.8191;1
321965;CC;06/10/2006;COM;10.55;
321968;CC;16/08/2007;COM;16.1;
322031;CC;14/01/2008;COM;1;0
323644;CC;29/05/2008;COM;1;0
323785;CC;04/01/2007;COM;3.77;
323785;CC;03/01/2008;COM;1;0
326454;CC;20/09/2006;COM;9.04;
327820;CC;31/10/2007;COM;1.2;
328681;CC;14/11/2006;COM;4.52;
328681;CC;14/11/2006;COM;4.52;
328682;EN;13/03/2009;COM;0.8191;1
328683;CC;28/06/2007;COM;17.78;
328684;CC;28/06/2006;COM;3.01;
328684;CC;28/06/2006;COM;1.49;
330064;CC;31/01/2007;COM;25.61;
330064;CC;30/01/2008;COM;14.69;0
330187;CC;06/07/2007;COM;1;
330191;EN;07/01/2009;COM;0.8191;1
330191;EN;19/03/2009;COM;0;1
330612;CC;30/03/2006;COM;0.9;
331629;CC;30/11/2006;COM;5.27;
331629;CC;30/11/2006;COM;9.04;
331629;CC;02/12/2007;COM;6.96;0
331629;CC;02/12/2007;COM;3.87;0
332461;EN;26/05/2008;COM;0;1
332595;CC;31/10/2006;COM;0.95;
332595;CC;31/10/2006;COM;16.57;
332597;CC;26/10/2007;COM;1.2;
332597;CC;26/10/2007;COM;1;
332597;EN;10/03/2008;COM;0.7633;1
332597;EN;30/03/2008;COM;0;1
332597;EN;08/05/2008;COM;0;1
332597;EN;25/08/2008;COM;0.7633;1
333674;EN;25/05/2009;COM;0.8191;1
333674;EN;25/05/2009;COM;0.8191;1
333680;EN;21/04/2009;COM;0.8191;1
333970;CC;23/06/2007;COM;2.9;
333970;CC;;COM;2.9;0
333970;CC;;COM;1.2;0
335992;CC;16/01/2008;COM;2.2;0
335992;CC;16/01/2008;COM;1;0
337688;EN;26/05/2008;COM;0;1
340462;EN;20/10/2008;COM;0.8191;1
340954;EN;19/03/2009;COM;0;1
342676;CC;30/01/2008;COM;1;0
342806;CC;31/01/2007;COM;16.57;
342806;CC;03/03/2008;COM;18.55;0
344031;EN;20/08/2008;COM;0.8191;1
344079;CC;03/01/2006;COM;10.13;
344079;CC;03/01/2006;COM;5.68;
344081;CC;17/08/2007;COM;7.73;
344084;CC;01/10/2007;COM;8.95;
344781;EN;27/05/2008;COM;0.8191;1
344781;EN;27/05/2008;COM;0.8191;1
344781;EN;29/05/2008;COM;0.8191;1
344782;CC;;COM;1;0
344782;CC;;COM;1.2;0
344806;CC;31/01/2006;COM;1.2;
345116;EN;26/05/2008;COM;0;1
346783;CC;02/08/2007;COM;13.91;
346783;CC;08/09/2008;COM;7.73;0
347853;CC;17/12/2007;COM;1;0
347855;CC;02/12/2007;COM;1;0
348279;CC;01/01/2008;COM;1.2;0
348280;CC;03/01/2006;COM;1.1;
348792;EN;10/07/2009;COM;0;1
349162;EN;20/04/2009;COM;0.8191;1
349963;CC;02/08/2007;COM;1;
349964;CC;02/08/2006;COM;2.1;
349964;CC;02/08/2006;COM;1.1;
350207;EN;14/01/2008;COM;0.7705;1
350207;EN;14/01/2008;COM;0.7705;1
350667;CC;08/12/2006;COM;1;
352297;CC;03/03/2008;COM;1;0
352297;CC;03/03/2008;COM;2;0
352300;CC;03/10/2007;COM;8.5;
352303;CC;02/07/2007;COM;8.29;
352303;CC;02/07/2007;COM;16.57;
352303;CC;11/08/2008;COM;17.78;0
352303;CC;11/08/2008;COM;13.14;0
352304;CC;30/06/2006;COM;18.82;
352304;CC;30/06/2006;COM;18.09;
354410;CC;30/03/2006;COM;6.51;
354418;CC;;COM;1.1;0
354722;EN;19/03/2009;COM;0;1
356177;EN;19/03/2009;COM;0;1
356792;CC;02/07/2007;COM;1;
356792;CC;02/07/2007;COM;1.2;
358014;CC;31/03/2008;COM;1;0
358015;CC;30/03/2006;COM;1.1;
358015;CC;30/03/2006;COM;2.1;
358692;CC;10/10/2007;COM;1.2;
358695;EN;13/12/2007;COM;0.7705;1
358781;CC;10/04/2007;COM;1.9;
358781;EN;16/01/2008;COM;0.7643;1
358787;CC;02/07/2007;COM;6.18;
358787;CC;02/07/2007;COM;5.27;
358787;CC;02/07/2007;COM;3.87;
358787;CC;10/07/2008;COM;10.05;0
358787;CC;10/07/2008;COM;3.86;0
358787;CC;10/07/2008;COM;8.5;0
358787;CC;10/07/2008;COM;13.14;0
358788;CC;30/06/2006;COM;8.68;
358788;CC;30/06/2006;COM;5.27;
358788;CC;30/06/2006;COM;3.77;
358792;EN;10/11/2008;COM;0.0461;1
359176;CC;30/03/2006;COM;1.2;
359176;CC;30/03/2006;COM;2.89;
360010;CC;30/03/2006;COM;1.1;
360010;CC;30/03/2006;COM;2.1;
360570;CC;02/03/2006;COM;1.2;
365110;CC;05/12/2007;COM;1;0
366082;CC;31/03/2008;COM;1.2;0
366082;CC;31/03/2008;COM;1;0
366984;CC;31/01/2007;COM;1.2;
366987;CC;03/01/2007;COM;8.29;
366987;CC;03/01/2007;COM;9.04;
366987;CC;01/01/2008;COM;10.05;0
366987;CC;01/01/2008;COM;9.28;0
366987;CC;01/01/2008;COM;9.28;0
366988;CC;03/01/2006;COM;8.68;
366988;CC;03/01/2006;COM;8.68;
368119;CC;30/11/2006;COM;17.33;
368119;CC;02/12/2007;COM;19.33;0
368119;CC;02/12/2007;COM;6.96;0
369381;EN;19/03/2009;COM;0;1
369382;CC;21/04/2008;COM;1;0
370388;CC;02/12/2007;COM;2.3;0
371820;CC;01/07/2008;COM;7.73;0
373076;CC;30/11/2006;COM;5.27;
373076;CC;02/12/2007;COM;5.41;0
373083;CC;02/12/2007;COM;1;0
375627;CC;11/03/2008;COM;1.2;0
375632;EN;17/10/2008;COM;0;1
375633;CC;07/02/2008;COM;1.2;0
377097;CC;30/11/2006;COM;1.2;
377098;EN;06/10/2008;COM;0.8191;1
377098;EN;06/10/2008;COM;0.8191;1
377098;EN;06/10/2008;COM;0.8191;1
377280;CC;02/12/2007;COM;1;0
377755;CC;02/01/2007;COM;10.56;
377864;CC;03/03/2008;COM;1;0
378417;CC;02/12/2007;COM;1;0
378793;CC;25/10/2007;COM;8.05;
380607;CC;30/03/2006;COM;2.1;
380607;CC;30/03/2006;COM;1.1;
381968;CC;10/07/2007;COM;1.2;
382938;EN;28/11/2008;COM;0;1
384057;CC;31/03/2008;COM;1;0
384484;CC;02/12/2007;COM;1;0
385787;CC;02/03/2007;COM;6.78;
385787;CC;04/12/2007;COM;7.73;0
385787;CC;04/12/2007;COM;2.32;0
385788;CC;02/03/2006;COM;5.79;
386074;CC;01/01/2008;COM;16.23;0
386690;CC;23/08/2007;COM;19.59;
386690;CC;21/08/2008;COM;20.87;0
386692;EN;02/09/2009;COM;0.7275;1
386692;EN;02/09/2009;COM;0.7275;1
386692;EN;02/09/2009;COM;0.7275;1
386692;EN;02/09/2009;COM;0.7275;1
388064;CC;10/10/2007;COM;1;
388295;CC;30/03/2007;COM;22.6;
388295;CC;31/03/2008;COM;20.87;0
388913;CC;08/02/2007;COM;1.2;
388913;CC;07/02/2008;COM;1.2;0
391012;PO;;COM;229;0
397982;CC;06/08/2007;COM;4.8;
397983;CC;02/07/2007;COM;10.56;
398188;CC;02/10/2007;COM;6.18;
398188;CC;02/10/2007;COM;0.77;
398188;CC;02/10/2007;COM;5.41;
398188;CC;02/10/2007;COM;6.18;
398189;CC;02/10/2006;COM;6.03;
398189;CC;02/10/2006;COM;4.52;
398189;CC;02/10/2006;COM;6.03;
398189;CC;02/10/2006;COM;5.07;
399449;CC;31/10/2007;COM;2.5;
399449;EN;17/12/2007;COM;2.49;1
399449;EN;17/12/2007;COM;2.49;1
399449;EN;17/12/2007;COM;2.49;1
399449;EN;21/08/2008;COM;2.4419;1
399449;EN;21/08/2008;COM;2.4419;1
399863;CC;08/02/2006;COM;5.79;
399868;CC;02/03/2007;COM;9.79;
399868;CC;03/03/2008;COM;10.05;0
399869;CC;02/03/2006;COM;9.41;
401176;EN;19/03/2009;COM;0;1
401177;CC;16/08/2007;COM;1;
401266;CC;01/09/2006;COM;9.41;
401266;CC;01/09/2006;COM;9.41;
401266;CC;01/09/2006;COM;9.04;
401266;CC;01/09/2006;COM;8.29;
403044;EN;21/11/2008;COM;0.8191;1
403044;EN;21/11/2008;COM;0.8191;1
403044;EN;21/11/2008;COM;0.8191;1
403044;EN;21/11/2008;COM;0.8191;1
403044;EN;21/11/2008;COM;0.8191;1
403727;CC;06/08/2007;COM;1.2;
403736;CC;01/07/2008;COM;1;0
403810;CC;03/03/2008;COM;1;0
403958;CC;02/08/2007;COM;1;
403961;CC;01/05/2008;COM;1;0
404159;CC;01/06/2007;COM;9.28;
404159;CC;14/12/2007;COM;5.01;0
404160;CC;06/12/2006;COM;4.52;
404160;CC;06/12/2006;COM;5.27;
404160;CC;06/12/2006;COM;10.85;
404446;CC;03/01/2007;COM;4.52;
404446;CC;01/01/2008;COM;4.64;0
404446;CC;01/01/2008;COM;1;0
404446;CC;01/01/2008;COM;1.2;0
404569;CC;06/08/2007;COM;1;
404586;CC;01/05/2008;COM;1;0
404696;CC;09/06/2008;SUB;71.4216;0
405140;CC;02/03/2007;COM;18.83;
405140;CC;03/03/2008;COM;13.91;0
405141;CC;02/03/2006;COM;17.37;
405145;CC;30/11/2006;COM;4.52;
405145;CC;30/11/2006;COM;4.52;
405145;CC;02/12/2007;COM;20.1;0
405145;CC;02/12/2007;COM;4.64;0
405145;CC;02/12/2007;COM;4.64;0
405145;CC;02/12/2007;COM;4.64;0
405190;CC;21/06/2007;COM;108.22;
405190;CC;27/04/2009;COM;12.37;0
405190;CC;27/04/2009;COM;32.47;0
405190;CC;27/04/2009;COM;11.6;0
405762;CC;30/04/2007;COM;3.77;
405762;CC;08/05/2008;COM;3.87;0
408452;CC;03/01/2006;COM;1.1;
408452;CC;03/01/2006;COM;2.1;
408487;CC;01/01/2008;COM;1;0
408488;CC;03/01/2006;COM;2.1;
408488;CC;03/01/2006;COM;1.1;
408641;CC;01/01/2008;COM;1;0
408642;CC;03/01/2006;COM;1.1;
408642;CC;03/01/2006;COM;2.1;
409082;CC;08/01/2008;COM;1.2;0
409082;CC;08/01/2008;COM;1;0
409827;CC;03/01/2007;COM;4.52;
409827;CC;03/01/2007;COM;18.83;
409827;CC;03/01/2007;COM;20.34;
409827;CC;01/01/2008;COM;4.64;0
409827;CC;01/01/2008;COM;1;0
409874;CC;06/08/2007;COM;1;
413136;CC;03/01/2007;COM;9.04;
413136;CC;03/01/2007;COM;4.64;
413136;CC;16/01/2008;COM;10.05;0
413136;CC;16/01/2008;COM;4.64;0
413137;CC;03/01/2006;COM;7.96;
413137;CC;03/01/2006;COM;4.34;
414555;CC;01/01/2008;COM;1.2;0
414622;CC;03/01/2006;COM;3.62;
414622;CC;03/01/2006;COM;4.26;
414622;CC;03/01/2006;COM;4.26;
414622;CC;03/01/2006;COM;10.13;
414713;CC;03/01/2006;COM;4.34;
414713;CC;03/01/2006;COM;7.96;
416505;CC;31/07/2008;COM;10.05;0
417923;CC;30/07/2007;COM;1.2;
417934;CC;12/06/2008;COM;1;0
419630;CC;03/09/2007;COM;15.21;
420383;CC;10/12/2007;COM;1;0
420383;CC;10/12/2007;COM;1.2;0
420623;CC;02/01/2007;COM;10.27;
421864;CC;05/02/2007;COM;7.16;
422270;CC;26/10/2006;COM;6.03;
422272;CC;25/10/2006;COM;229;
422403;CC;;COM;1;0
422514;CC;10/10/2007;COM;1;
422514;CC;10/03/2008;COM;1;0
422880;CC;02/07/2007;COM;5.41;
422880;CC;01/07/2008;COM;7.73;0
422881;CC;30/06/2006;COM;6.51;
422882;EN;03/03/2009;COM;0.7835;1
422882;EN;03/03/2009;COM;0.7835;1
422882;EN;03/03/2009;COM;0.7835;1
422882;EN;03/03/2009;COM;0.7835;1
422882;EN;03/03/2009;COM;0.7835;1
422882;EN;03/03/2009;COM;0.7835;1
422882;EN;03/03/2009;COM;0.7835;1
422883;CC;02/08/2007;COM;5.41;
422883;CC;02/08/2007;COM;4.64;
422883;CC;02/08/2007;COM;12.05;
422883;CC;16/09/2008;COM;10.82;0
424476;CC;09/10/2007;COM;1;
424478;EN;19/03/2009;COM;0;1
424479;CC;31/03/2008;COM;1;0
424661;CC;03/03/2008;COM;1.2;0
424661;CC;03/03/2008;COM;1;0
426107;CC;01/05/2008;COM;1;0
426572;CC;19/02/2007;COM;7.53;
426572;CC;19/02/2007;COM;5.27;
426572;CC;19/02/2007;COM;12.81;
426572;CC;19/02/2007;COM;3.01;
426572;CC;18/02/2008;COM;7.73;0
426572;CC;18/02/2008;COM;9.28;0
426572;CC;18/02/2008;COM;6.18;0
426572;CC;18/02/2008;COM;11.6;0
426572;CC;18/02/2008;COM;7.73;0
426573;CC;17/02/2006;COM;2.17;
426573;CC;17/02/2006;COM;3.62;
426573;CC;17/02/2006;COM;9.95;
426573;CC;17/02/2006;COM;4.97;
426573;CC;17/02/2006;COM;7.96;
427591;CC;01/06/2007;COM;17.78;
427591;CC;01/06/2007;COM;1;
427591;CC;01/06/2007;COM;0.95;
427591;CC;19/06/2008;COM;1.1;0
427591;CC;19/06/2008;COM;1;0
427592;CC;27/06/2006;COM;3.62;
427592;CC;27/06/2006;COM;0.9;
427592;CC;27/06/2006;COM;14.31;
427592;CC;27/06/2006;COM;0.95;
427592;CC;27/06/2006;COM;6.78;
427627;CC;12/09/2007;COM;1;
428393;CC;31/10/2007;COM;1;
429250;CC;02/12/2007;COM;1;0
429252;CC;02/12/2007;COM;1;0
429442;CC;14/12/2006;COM;3.77;
429442;CC;17/12/2007;COM;1;0
429443;CC;15/12/2005;COM;2.17;
429445;CC;02/12/2007;COM;1;0
430075;CC;15/09/2006;COM;5.27;
430515;CC;01/01/2008;COM;1;0
430529;CC;17/04/2007;COM;38.9;
430529;CC;05/05/2008;COM;10.05;0
430529;CC;05/05/2008;COM;4.64;0
430530;CC;14/04/2006;COM;40.66;
430665;CC;20/03/2008;COM;5.41;0
430666;CC;21/03/2006;COM;8.68;
430972;CC;27/08/2007;COM;24;
430972;CC;27/08/2007;COM;1.2;
431806;EN;01/04/2008;COM;0.768;1
432758;CC;02/07/2007;COM;3.58;
433179;CC;12/09/2007;COM;13.14;
433179;CC;12/09/2007;COM;10.05;
433179;CC;12/09/2007;COM;8.5;
433610;CC;08/07/2009;SUB;76.9934;0
433796;CC;28/12/2006;COM;8.29;
433796;CC;28/12/2006;COM;7.53;
433796;CC;28/12/2006;COM;7.53;
433796;CC;27/12/2007;COM;9.28;0
433796;CC;27/12/2007;COM;8.5;0
433796;CC;27/12/2007;COM;9.28;0
433796;EN;23/01/2008;COM;0.6962;1
433796;EN;23/01/2008;COM;0.6962;1
433796;EN;23/01/2008;COM;0.6962;1
433796;EN;30/01/2008;COM;0.6962;1
433796;EN;30/01/2008;COM;0.6962;1
433797;CC;29/12/2005;COM;8.68;
435265;CC;17/12/2007;COM;1.2;0
435267;EN;16/01/2009;COM;0.8191;1
435267;EN;16/01/2009;COM;0.8191;1
435267;EN;16/01/2009;COM;0.8191;1
435267;EN;10/03/2009;COM;0.8191;1
435268;CC;01/10/2007;COM;10.05;
436914;EN;10/03/2008;COM;0.7705;1
437911;CC;04/10/2007;COM;1;
438937;CC;31/08/2007;COM;4.47;
439583;CC;15/01/2008;COM;1.2;0
439842;CC;07/01/2008;COM;1.2;0
439842;CC;07/01/2008;COM;1;0
440586;CC;05/09/2007;COM;1.1;
440586;CC;05/09/2007;COM;4.52;
440586;CC;15/09/2008;COM;5.41;0
440586;EN;27/12/2007;COM;0.7496;1
440586;EN;24/06/2008;COM;0.7496;1
440586;EN;24/06/2008;COM;0.7496;1
440651;CC;15/09/2006;COM;2.1;
440651;CC;15/09/2006;COM;0.9;
440651;CC;15/09/2006;COM;3.77;
440651;CC;15/09/2006;COM;1.9;
440651;CC;15/09/2006;COM;6.78;
441273;CC;05/09/2007;COM;1.2;
442946;CC;10/05/2007;COM;1;
442947;CC;10/05/2006;COM;4.34;
443242;CC;10/10/2007;COM;1.2;
443242;EN;28/12/2007;COM;0.9077;1
443242;EN;04/02/2008;COM;0.9077;1
443242;EN;05/02/2008;COM;0.9077;1
443242;EN;18/02/2008;COM;0.9077;1
443244;CC;06/04/2007;COM;6;
443244;CC;06/04/2007;COM;1;
443336;EN;19/03/2009;COM;0;1
443622;CC;22/08/2007;COM;1;
444190;CC;28/09/2007;COM;9.28;
444190;CC;28/09/2007;COM;10.05;
444191;CC;28/09/2006;COM;9.79;
444191;CC;28/09/2006;COM;8.29;
446279;CC;;COM;1.2;0
446681;CC;18/10/2006;COM;4.52;
446681;CC;18/10/2006;COM;4.52;
447554;CC;16/11/2007;COM;13.14;
447555;CC;16/11/2006;COM;12.81;
447854;CC;27/12/2006;COM;15.82;
447854;CC;27/12/2006;COM;8.29;
447854;CC;18/12/2007;COM;1.1;0
447854;CC;18/12/2007;COM;20.1;0
447854;CC;18/12/2007;COM;10.82;0
447856;CC;05/09/2007;COM;1;
448158;CC;03/04/2007;COM;5.27;
448158;CC;03/04/2007;COM;3.87;
448158;CC;03/04/2007;COM;3.01;
448158;CC;03/04/2007;COM;6.78;
448158;CC;10/04/2008;COM;4.64;0
448158;CC;10/04/2008;COM;4.64;0
448158;EN;25/03/2008;COM;0.7084;1
448159;CC;03/04/2006;COM;6.51;
448159;CC;03/04/2006;COM;3.77;
448926;CC;15/02/2006;COM;5.07;
448926;CC;15/02/2006;COM;1.1;
449255;EN;10/03/2008;COM;1;1
449255;EN;30/03/2008;COM;0;1
450405;CC;31/03/2008;COM;1;0
450692;EN;07/11/2008;COM;0.8191;1
450692;EN;07/11/2008;COM;0.8191;1
450692;EN;17/11/2008;COM;0.8191;1
452282;CC;27/12/2007;COM;26;0
453760;CC;26/04/2007;COM;10.55;
453760;CC;30/04/2008;COM;12.37;0
453760;EN;17/01/2008;COM;0.7335;1
453761;CC;27/04/2006;COM;9.41;
453761;CC;27/04/2006;COM;7.53;
454064;CC;11/09/2006;COM;9.71;
454445;CC;12/07/2007;COM;1;
454446;CC;11/04/2007;COM;24;
455457;CC;29/09/2006;COM;0.95;
455457;CC;29/09/2006;COM;33.36;
455468;CC;28/09/2007;COM;1;
455478;CC;28/07/2008;COM;4.64;0
455978;CC;16/10/2007;COM;9.19;
455979;CC;21/06/2006;COM;103.95;
455980;CC;26/04/2006;COM;7.96;
456959;CC;28/06/2007;COM;1.2;
456959;CC;28/06/2007;COM;1.2;
457156;CC;02/06/2008;COM;1.2;0
457156;CC;02/06/2008;COM;1;0
457290;EN;27/03/2008;COM;0.8191;1
458391;CC;19/12/2007;COM;2.32;0
458391;CC;19/12/2007;COM;1;0
458391;CC;19/12/2007;COM;7.73;0
460834;EN;16/03/2009;COM;0.8115;1
460834;EN;16/03/2009;COM;0.8115;1
460835;CC;01/06/2007;COM;15.07;
460835;CC;02/06/2008;COM;1.1;0
460835;CC;02/06/2008;COM;1.2;0
460836;CC;01/06/2006;COM;14.47;
460882;CC;05/12/2007;COM;1;
460882;CC;05/12/2007;COM;5;
460882;CC;05/12/2007;COM;6.96;
460882;CC;06/11/2007;COM;2;
460883;CC;03/11/2006;COM;5.79;
461291;CC;01/08/2007;COM;25.51;
461291;CC;31/07/2008;COM;5.41;0
461291;PO;;COM;4.52;0
461292;CC;20/10/2006;COM;195.1;
461293;CC;01/06/2006;COM;2.89;
461293;CC;01/06/2006;COM;3.01;
461293;CC;01/06/2006;COM;0.9;
461304;CC;28/07/2008;COM;23.19;0
461304;EN;17/11/2007;SUB;;28
461305;CC;01/06/2006;COM;2.89;
461491;CC;21/11/2005;COM;9.79;
461664;CC;01/08/2007;COM;1;
462091;CC;20/10/2006;COM;3.42;
462091;CC;20/10/2006;COM;13.68;
462099;CC;04/12/2007;COM;12.37;0
463059;CC;12/07/2007;COM;1;
463533;CC;08/11/2007;COM;5.37;
464632;CC;30/06/2006;COM;1.2;
464634;CC;;COM;1;0
464903;CC;23/10/2006;COM;8.9;
465884;CC;29/05/2006;COM;4.05;
465884;CC;29/05/2006;COM;4.86;
466011;CC;24/05/2007;COM;0.95;
466011;CC;24/05/2007;COM;0.95;
466011;EN;08/01/2008;COM;0.7618;1
466194;CC;30/11/2006;COM;1.2;
466433;CC;01/12/2006;COM;3.1;
469635;CC;27/10/2006;COM;0.95;
469703;CC;24/08/2006;COM;1.2;
470081;EN;18/11/2007;COM;0.8947;1
470199;CC;08/09/2006;COM;9.41;
471227;CC;29/06/2007;COM;1.2;
471469;EN;26/05/2008;COM;0;1
472174;CC;30/04/2007;COM;6.26;
475186;CC;03/01/2007;COM;235;
475432;CC;05/11/2007;COM;13.42;
475721;CC;25/07/2007;COM;8.05;
476009;CC;25/07/2007;COM;15.04;
476009;CC;;COM;5.85;0
477188;CC;29/05/2007;COM;1.2;
477790;CC;24/01/2008;COM;3.87;0
477790;CC;24/01/2008;COM;4.64;0
477790;CC;24/01/2008;COM;3.87;0
477940;CC;27/02/2007;COM;141.2;
479639;CC;12/05/2008;COM;1;0
480687;CC;25/10/2007;COM;68;
480725;CC;10/10/2007;COM;68;
480731;CC;27/09/2007;COM;68;
480753;CC;28/09/2007;COM;68;
482077;CC;19/05/2008;COM;6.18;0
482117;CC;24/05/2007;COM;7.04;
482334;CC;12/01/2006;COM;229;
483344;CC;16/11/2006;COM;5.61;
483344;CC;31/12/2007;COM;3.09;0
483344;CC;31/12/2007;COM;6.96;0
483344;CC;31/12/2007;COM;1;0
483603;EN;19/03/2009;COM;0;1
484251;CC;02/07/2007;COM;4.52;
484251;CC;02/07/2007;COM;3.87;
484251;CC;02/07/2007;COM;9.28;
484251;CC;15/07/2008;COM;5.41;0
484251;CC;15/07/2008;COM;4.64;0
484272;CC;10/12/2007;COM;1;0
485297;CC;14/08/2008;COM;1.1;0
485297;CC;14/08/2008;COM;1.1;0
486048;CC;01/02/2007;COM;9.04;
486048;CC;31/01/2008;COM;8.5;0
486701;CC;07/12/2006;COM;24;
486875;CC;15/11/2006;COM;24;
487895;CC;17/03/2008;COM;1.1;0
497126;EN;21/01/2008;COM;1.04;1
