CustomerID;Gender;DOB;District;ZIP;StreeID
776082;M;23/08/1956;1;2800;25818
627452;M;14/02/1950;1;2970;30153
85707;M;01/01/1900;5;3580;39722
674645;M;19/04/1965;1;2250;17070
791101;M;01/01/1900;5;3500;37503
90468;M;12/05/1954;5;3620;41497
703945;M;24/07/1948;1;2380;19834
1151631;M;14/06/1947;1;2970;30134
773185;M;01/01/1900;2;3010;31425
724895;M;26/11/1971;1;2610;24629
134606;M;01/01/1900;5;3630;41988
687377;F;18/03/1963;1;2550;23591
820484;M;06/02/1969;1;2980;30508
91861;M;20/10/1957;5;3630;41980
115989;M;01/01/1900;2;1860;11244
260703;F;16/02/1950;5;3830;108724
952784;M;01/01/1900;1;2260;17427
450392;M;02/04/1968;1;2400;20639
913969;M;18/11/1946;1;2500;22756
51054;F;01/01/1900;1;2490;22223
623722;M;15/02/1954;1;2940;29288
96879;NA;08/06/1947;5;3690;43474
451202;M;01/01/1900;1;2630;25098
45624;M;08/05/1940;5;3950;47567
305958;M;22/01/1941;5;3665;42779
810099;M;11/03/1928;5;3500;37798
989466;F;11/09/1961;1;2180;15582
591333;M;14/12/1953;7;9100;68595
681177;M;03/05/1950;1;2340;19122
287544;NA;01/01/1900;5;3600;40525
19976;M;01/01/1900;5;3680;43030
244879;M;30/01/1967;5;3545;38803
83033;M;11/06/1938;5;3550;39238
108154;M;22/10/1944;5;3930;47105
753136;M;13/10/1955;5;3980;48205
972921;M;01/01/1900;5;3600;41108
746358;M;15/01/1967;1;2900;28287
665388;M;01/01/1900;1;2920;28783
58760;M;20/02/1957;5;3665;109527
40913;F;14/06/1967;5;3500;37586
82701;NA;01/01/1900;5;3545;38801
93962;M;08/04/1982;5;3660;42587
452261;M;24/09/1931;1;2630;25071
146838;F;31/08/1966;5;3520;38130
46368;M;01/01/1900;5;3581;39912
729870;M;01/10/1961;1;2328;18913
495968;M;01/01/1900;5;3550;38976
1153561;F;12/02/1964;1;2070;14388
25724;M;17/08/1951;5;3800;45323
689017;M;08/04/1955;1;2970;30233
771307;M;19/08/1941;1;2840;27100
145281;M;01/01/1900;5;3583;40132
928227;F;04/04/1950;7;9200;71039
414099;M;01/01/1900;1;2640;25253
90178;M;10/08/1965;5;3620;41454
53845;M;19/07/1960;1;2390;20205
828205;M;06/05/1974;1;2322;132568
973194;M;05/04/1948;2;3150;34091
31429;M;18/05/1937;5;3920;46831
156455;NA;01/01/1900;5;3511;38019
275224;M;29/02/1960;1;2330;19071
745980;M;01/01/1900;5;3700;43893
207883;M;27/08/1969;5;3620;41317
676669;M;19/11/1948;1;2275;17686
802345;M;01/09/1956;1;2070;14304
669049;F;04/03/1941;1;2540;23335
592656;M;27/05/1965;1;2480;22044
657399;M;02/09/1954;1;2540;23248
450063;M;19/09/1954;1;2360;19517
70977;F;01/01/1900;5;3950;47521
88698;NA;01/01/1900;5;3600;41177
680238;M;12/12/1952;1;2360;19638
904202;F;18/07/1964;1;2030;13631
106631;F;06/07/1950;5;3910;46415
851341;M;27/12/1945;5;3950;47490
973456;M;04/06/1944;1;2660;25658
657055;M;02/03/1951;1;2460;21583
116627;M;12/03/1950;5;3530;38529
204198;F;11/01/1983;5;3920;46598
880750;M;21/07/1961;1;2550;23459
653517;M;28/01/1940;1;2460;21719
92256;M;30/04/1947;5;3680;43227
305331;M;17/02/1948;1;2140;14893
840186;M;01/01/1900;1;2400;20411
109402;M;01/01/1900;5;3945;47459
124822;M;20/05/1933;5;3680;43361
651734;M;07/03/1940;7;9220;71270
66815;F;01/01/1900;1;2200;15770
88715;M;18/07/1944;5;3600;40731
76249;F;05/07/1954;2;3454;37102
689080;F;18/12/1942;1;2900;28124
221406;M;05/02/1943;5;3971;48068
867786;M;15/01/1940;5;3990;48262
729306;M;05/09/1941;1;2340;19256
687171;F;01/01/1900;7;9120;68986
729103;M;26/05/1944;1;2950;29407
461223;M;17/12/1939;1;2920;28766
1130527;M;25/07/1951;5;3930;46973
659826;M;22/06/1953;1;2150;15043
861053;M;01/01/1900;5;3650;42455
874475;F;23/12/1975;1;2400;20357
780355;M;27/01/1947;1;2610;24724
78247;M;01/01/1900;1;2960;29687
232069;M;13/01/1952;5;3670;42840
723982;M;24/07/1960;1;2580;24173
759093;F;07/10/1956;5;3511;37976
95107;M;16/08/1945;5;3670;42820
591602;M;31/07/1936;1;2100;14515
96272;M;21/03/1936;5;3680;43359
808686;M;01/01/1900;5;3550;39233
120285;M;18/09/1922;5;3550;39185
73006;F;18/07/1973;5;3800;45191
208961;M;01/01/1900;5;3740;44419
771287;M;07/10/1941;5;3520;38210
682545;F;01/01/1900;2;1780;9609
668659;M;26/01/1959;1;2180;15598
597144;M;25/03/1946;1;2070;14388
729177;M;06/06/1946;1;2980;30440
796559;M;26/06/1948;7;9150;69663
281272;M;10/07/1964;1;2400;20650
110206;M;19/11/1954;5;3950;47507
254943;M;26/03/1934;1;2950;29387
89087;F;03/05/1943;5;3600;41211
217328;M;20/03/1954;5;3840;45628
229794;M;04/01/1950;5;3920;46861
786704;M;05/09/1966;4;4280;108044
100497;M;16/08/1948;5;3740;44589
656889;M;19/04/1940;1;2260;17395
29571;M;01/01/1900;1;2480;22083
16946;M;01/01/1900;1;2630;25140
659531;M;10/01/1960;1;2470;21978
129359;M;16/04/1952;5;3980;48182
1165046;F;25/08/1953;5;3950;47498
309204;M;06/09/1963;1;2900;28132
365388;F;12/08/1962;1;2840;27120
857667;M;05/03/1937;1;2830;26780
258055;M;29/07/1935;7;9160;70066
262383;F;20/06/1971;5;3840;45578
626506;F;02/08/1957;1;2275;17559
976957;F;01/01/1900;1;2340;19187
657682;M;09/06/1939;1;2610;24588
101436;NA;01/01/1900;5;3770;44791
503367;F;05/08/1951;1;2018;13385
196346;M;29/05/1952;5;3700;43785
271033;M;07/07/1959;1;2322;18814
460502;M;02/01/1958;1;2600;24491
498807;M;01/01/1900;1;2940;29236
101098;M;04/09/1941;5;3746;44661
685825;M;27/07/1965;1;2360;19511
682599;M;12/02/1952;7;9100;68523
680607;M;01/03/1942;1;2340;19221
185746;NA;01/01/1900;5;3990;48491
90378;M;27/03/1957;5;3620;41295
86803;M;18/07/1935;5;3583;40200
827534;M;29/11/1945;1;2390;20237
120837;M;20/01/1945;5;3560;39544
86276;NA;01/01/1900;5;3582;40047
504589;M;21/08/1938;1;2387;20077
466169;M;01/01/1900;1;2660;25519
677378;M;13/06/1962;1;2180;15607
146273;NA;01/01/1900;5;3960;47660
39326;F;07/05/1955;5;3680;43124
157259;M;01/01/1900;5;3920;46896
668636;M;30/08/1934;1;2600;24519
18636;F;18/08/1977;1;2940;29169
709821;F;07/01/1979;1;2460;21619
117617;M;09/07/1959;5;3740;44307
105715;M;17/09/1947;5;3900;46231
29113;M;02/07/1944;1;2860;27504
149860;M;07/02/1959;5;3660;42572
648359;M;15/02/1951;1;2140;14930
897272;F;01/01/1900;5;3581;39829
462417;M;31/08/1952;1;2547;23404
136604;M;01/01/1900;5;3740;44323
495850;F;21/06/1954;5;3550;39248
245915;M;01/01/1900;5;3570;39619
655254;M;10/11/1948;1;2100;14632
69230;F;07/01/1968;7;9120;112221
798726;M;28/05/1949;5;3900;46045
1152634;F;01/01/1900;1;2580;24028
91958;M;15/09/1942;5;3630;41700
659130;M;19/09/1944;1;2980;30397
83216;F;17/11/1941;5;3550;39252
110120;M;26/09/1964;5;3950;47577
884554;M;01/01/1900;5;3540;38724
19435;F;19/05/1964;1;2390;20255
661185;M;27/09/1943;1;2990;30721
1134359;F;04/07/1982;5;3800;45352
309653;F;11/01/1966;1;2980;30382
221564;F;07/12/1943;5;3583;40253
177591;M;15/08/1939;5;3990;48374
363805;M;25/10/1961;1;2980;30284
111577;M;05/04/1937;5;3960;47761
52662;M;27/07/1945;5;3621;41592
789674;F;21/10/1954;5;3670;42952
23886;M;03/10/1940;5;3500;37796
67770;M;01/10/1937;5;3650;42395
130040;M;12/06/1968;1;2280;17817
947977;M;01/01/1900;1;2920;28767
73985;M;01/01/1900;2;3000;31054
277777;F;03/03/1960;1;2940;29288
827651;M;13/05/1941;1;2650;25484
126814;M;08/12/1956;5;3803;45390
461512;NA;01/01/1900;5;3580;39733
650414;M;12/10/1937;1;2440;21244
657599;M;17/01/1948;1;2960;29967
123451;M;05/10/1949;5;3640;42243
941345;M;20/04/1966;1;2960;29773
1012671;F;01/01/1900;1;2260;17173
87169;M;20/08/1944;5;3590;40290
661025;M;06/01/1959;1;2812;26485
978428;F;21/05/1957;1;2920;28838
714859;M;28/06/1962;1;2350;19438
116183;M;01/01/1900;5;3570;39561
833565;M;25/08/1967;1;2170;15364
463567;M;07/04/1940;1;2930;29133
87235;NA;24/03/1949;5;3590;40450
778145;F;22/09/1939;1;2140;14831
58702;NA;01/01/1900;5;3670;42913
660232;M;01/01/1900;1;2840;27112
161149;M;11/06/1950;5;3980;48207
101962;M;01/01/1900;5;3740;44466
864803;F;22/09/1964;1;2920;28715
211677;M;01/01/1900;5;3581;39874
142005;M;08/06/1953;5;3520;38208
206499;F;19/11/1965;5;3800;45032
24633;M;04/04/1942;5;3800;45339
271674;M;23/03/1957;1;2580;24080
373520;M;16/07/1938;5;3500;37717
270944;M;18/06/1942;5;3590;40350
292052;M;10/05/1953;1;2200;15677
662436;M;03/11/1952;1;2170;15364
41098;F;09/12/1981;5;3545;142791
214199;M;27/06/1952;5;3630;41963
673657;M;03/10/1948;1;2235;16596
254425;M;26/12/1961;5;3600;40499
72602;M;25/03/1932;5;3920;46635
132539;M;01/10/1943;1;2321;18754
23657;M;01/01/1900;5;3540;38763
238547;M;04/03/1967;5;3680;43361
146124;F;01/01/1900;5;3560;39547
686887;F;01/02/1943;1;2640;25289
141610;M;23/08/1940;5;3960;47856
179446;M;21/12/1961;5;3830;45468
462823;M;27/10/1936;1;2547;23426
108586;M;06/01/1960;5;3930;47155
53936;M;15/11/1943;5;3600;40990
44026;M;07/02/1947;1;2110;14798
418827;M;03/06/1975;1;2070;14391
757292;M;02/05/1937;1;2800;25982
116535;NA;01/01/1900;2;3290;35576
661878;M;24/06/1950;1;2920;28668
1166836;F;26/04/1981;5;3500;37486
42366;M;01/01/1900;5;3920;46719
650611;F;23/01/1955;1;2650;25355
261452;M;24/07/1953;1;2480;21998
880927;F;14/02/1949;1;2170;15316
990484;M;01/01/1900;5;3830;45481
143748;F;01/01/1900;5;3620;41549
686191;M;08/05/1946;1;2160;15169
278235;M;27/07/1934;4;4130;112114
873499;M;25/06/1944;1;2940;29216
106313;F;01/01/1900;5;3910;46447
661019;M;02/01/1947;1;2800;25952
28752;M;10/06/1961;5;3680;43332
74978;M;01/01/1900;5;3520;38079
792360;M;19/10/1965;1;2240;16771
274525;M;27/12/1962;1;2500;22675
654776;M;22/05/1954;1;2940;29210
665891;M;14/01/1948;1;2990;30769
1159116;F;01/01/1900;5;3511;37929
687777;M;07/03/1969;1;2240;16777
158143;M;15/05/1944;5;3540;38751
82878;M;06/09/1942;5;3550;39225
939378;M;21/01/1945;1;2980;30322
433543;F;09/08/1938;5;3920;46668
815975;M;12/06/1954;1;2840;27030
724308;F;24/08/1943;1;2018;13361
105563;M;12/11/1948;5;3900;46100
108085;M;21/10/1960;5;3920;46686
921465;M;28/05/1953;7;9120;69149
82214;M;15/09/1943;5;3540;38755
846614;M;20/07/1988;5;3582;40077
677653;M;07/12/1957;1;2950;29382
873791;M;05/12/1976;5;3900;140795
1167448;F;08/01/1954;5;3530;38635
217628;M;06/04/1945;5;3910;46312
111786;M;15/08/1954;5;3970;47913
1027022;M;23/03/1943;2;1880;11546
868647;M;29/12/1967;1;2480;22015
279231;NA;02/03/1951;1;2900;28209
978548;M;01/01/1900;1;2540;23268
620186;F;20/03/1969;1;2160;15129
688633;M;03/11/1961;1;2500;22709
722113;F;01/01/1900;1;2070;14446
791847;F;30/03/1961;1;2470;21923
38776;M;01/01/1900;5;3511;38033
664477;M;01/01/1900;2;1910;11750
762012;M;01/01/1900;5;3500;37776
850336;M;19/01/1961;1;2390;20156
955107;M;01/01/1900;1;2440;21143
921582;M;20/09/1955;1;2950;29471
72144;NA;01/01/1900;5;3550;39203
84195;M;01/01/1900;5;3560;39464
726472;M;22/04/1958;1;2440;21066
127916;M;29/11/1943;5;3920;46754
27358;M;01/01/1900;1;2242;137311
181123;F;27/05/1950;5;3740;44491
297307;M;07/07/1935;5;3510;37867
34428;M;01/01/1900;5;3590;40400
24879;M;01/01/1900;1;2640;25177
802155;M;28/10/1963;5;3830;45478
844353;M;06/01/1947;1;2140;14929
894157;F;19/01/1952;2;3120;33592
686506;M;04/11/1946;1;2900;28347
128148;M;30/01/1941;5;3920;46870
100943;F;27/07/1957;5;3930;46978
650565;M;30/04/1929;1;2560;23693
373557;M;01/01/1900;5;3800;45120
675231;M;15/04/1961;1;2630;25152
82858;M;01/01/1900;5;3545;38854
641351;M;21/03/1941;1;2050;14037
761422;M;27/02/1948;5;3660;42658
592426;M;04/07/1947;5;3630;41658
823583;F;14/06/1966;5;3800;45135
137296;M;29/04/1963;5;3650;42392
40044;F;01/01/1900;5;3640;42252
476717;M;08/08/1965;5;3583;40222
54093;M;01/01/1900;5;3500;37536
951492;M;01/01/1900;5;3980;48225
501314;M;27/07/1959;1;2930;29116
903835;F;26/07/1946;7;9140;69532
661537;M;01/01/1900;1;2640;25227
293377;M;28/03/1960;5;3950;107789
89035;M;10/06/1949;5;3600;40785
306295;M;12/05/1946;1;2900;28109
74033;M;30/03/1938;2;3010;31542
658955;M;23/03/1939;7;9032;66772
212713;M;19/12/1953;5;3600;40625
87973;M;01/03/1944;5;3590;40381
678039;M;10/04/1960;1;2100;14592
828249;M;01/07/1942;5;3920;46902
905850;M;07/03/1974;1;2180;15571
253623;M;11/01/1932;5;3600;40922
737724;F;03/02/1946;1;2610;24683
678912;M;02/09/1963;1;2990;30590
22028;F;11/07/1955;1;2531;23245
137671;M;20/05/1947;5;3500;37343
85311;M;21/04/1957;5;3570;39584
463415;M;31/05/1966;1;2440;21290
671006;M;19/09/1944;1;2845;27194
89988;F;03/05/1947;5;3600;40846
182288;M;21/07/1953;5;3590;40468
892534;M;01/10/1946;7;9280;72437
758182;F;01/01/1900;5;3890;45958
127220;F;07/04/1944;5;3870;45789
688650;M;19/12/1944;6;1981;12556
1134353;F;01/01/1900;7;9220;133780
664053;M;04/09/1959;1;2328;18917
161458;F;18/04/1931;5;3890;45906
424045;M;31/12/1930;3;6180;129404
928658;M;03/05/1976;1;2520;22829
962458;F;01/01/1900;5;3520;38074
126934;M;29/11/1950;5;3832;45515
118212;M;22/01/1943;1;2440;21352
660767;F;16/03/1946;7;9140;69481
759556;M;11/03/1950;5;3930;47054
106012;M;01/01/1900;5;3900;46070
77050;M;17/05/1951;5;3500;37478
11414;M;11/07/1934;5;3590;40455
994105;M;01/01/1900;1;2620;24906
793556;M;06/03/1932;1;2650;25388
505015;M;17/01/1946;7;9250;71882
655812;M;07/08/1943;1;2920;28829
151983;M;01/01/1900;5;3950;47494
107844;F;11/07/1958;5;3920;46664
325943;F;24/04/1962;1;2110;14779
892577;M;24/11/1940;7;9220;71302
678494;M;25/11/1939;1;2328;18930
773204;F;03/03/1980;1;2990;30607
686048;M;07/11/1966;1;2310;101816
254041;M;28/07/1941;1;2340;19109
651395;M;25/06/1946;1;2580;24101
459548;M;19/07/1946;1;2950;29505
449306;M;27/08/1965;1;2370;19743
102706;F;07/03/1952;5;3800;45337
113635;NA;01/01/1900;5;3920;46720
806400;F;05/04/1972;1;2650;25406
653665;M;27/07/1936;1;2540;23266
134817;M;05/01/1959;5;3660;42573
482001;M;02/09/1949;1;2275;17540
964055;F;19/03/1971;5;3660;42658
110718;NA;01/01/1900;5;3960;47649
130506;M;01/01/1900;5;3980;48248
61149;M;14/11/1963;5;3520;38069
173889;M;08/12/1946;5;3630;41732
675279;M;22/11/1936;1;2230;16457
805701;M;01/01/1900;5;3550;39099
17768;F;28/12/1961;5;3550;38979
666337;M;29/12/1938;1;2180;15515
814277;M;01/01/1900;1;2480;21981
799753;M;27/06/1974;5;3590;40439
97161;M;25/01/1943;5;3690;43423
886282;M;12/01/1955;1;2310;18554
50274;M;01/01/1900;5;3700;43725
251044;M;26/05/1945;5;3520;38069
665012;M;27/06/1956;1;2180;15481
149256;M;01/01/1900;5;3530;38317
81504;M;01/06/1949;5;3530;38434
675334;M;26/02/1933;1;2660;25588
674060;M;27/09/1933;1;2960;29778
811306;F;11/07/1956;5;3550;39294
936046;M;26/12/1945;5;3870;45763
190469;M;01/01/1900;5;3520;38160
71010;M;01/01/1900;5;3500;37549
972614;M;01/01/1900;1;2390;20251
83476;M;01/11/1943;5;3550;39223
78068;F;28/09/1945;5;3500;37504
131396;M;10/10/1961;1;2980;30558
503071;M;03/06/1955;5;3560;39418
92126;M;27/01/1949;5;3631;42060
31628;M;01/01/1900;1;2350;19395
78186;M;21/12/1951;5;3500;37554
110208;M;15/09/1938;5;3950;47532
770885;M;28/01/1952;1;2610;24668
303587;F;11/02/1972;7;9120;68925
1167104;F;15/03/1964;5;3980;48183
777120;M;02/04/1945;1;2610;24724
658697;M;21/10/1944;1;2230;16525
688847;M;29/05/1956;1;2180;15607
149421;M;01/01/1900;5;3665;42716
594707;M;19/07/1946;1;2801;26359
78956;F;03/09/1954;5;3500;37376
93646;M;23/05/1961;5;3650;42451
871981;F;19/12/1939;1;2328;18907
909399;M;21/11/1978;1;2960;29973
501783;M;01/01/1900;1;2382;19969
96045;M;21/12/1942;5;3680;43264
760263;M;03/06/1955;1;2845;27233
536834;F;05/08/1963;1;2930;28997
29831;M;14/06/1948;5;3581;39884
598471;M;01/01/1900;5;3910;46435
97333;M;19/09/1945;5;3700;43572
915121;M;22/03/1955;1;2560;23719
896670;M;26/06/1936;1;2640;25320
105872;M;01/01/1900;5;3900;46027
147881;M;05/05/1947;5;3640;42243
95332;M;29/12/1949;5;3670;42993
794260;M;30/09/1947;5;3800;45210
25909;M;03/04/1947;1;2470;21928
309472;M;20/04/1964;1;2850;27293
688893;F;20/01/1946;1;2240;16780
108737;M;13/03/1956;5;3930;46932
224022;M;01/01/1900;5;3550;39039
240029;NA;01/01/1900;5;3511;37935
1167202;M;10/07/1960;5;3600;40883
107569;F;27/06/1954;5;3920;46626
97868;M;29/12/1946;5;3700;43945
250583;M;22/03/1960;5;3740;44368
672657;M;05/06/1969;1;2600;24397
197221;NA;01/01/1900;5;3620;41295
122763;M;20/07/1945;5;3620;41498
676633;M;15/10/1953;1;2491;22465
219906;M;05/10/1959;5;3550;39145
578597;M;01/01/1900;5;3910;46382
895874;M;07/04/1962;5;3730;44226
434876;M;06/02/1955;1;2180;15612
451192;M;27/10/1965;1;2801;26360
76832;M;01/01/1900;5;3500;37812
114705;F;15/09/1968;5;3582;40090
103991;M;29/06/1942;5;3840;45649
62846;M;18/08/1935;5;3500;37603
793799;NA;01/01/1900;5;3500;37466
459556;M;12/11/1960;1;2650;25432
294805;M;10/02/1945;5;3690;43384
806308;F;26/04/1954;7;9170;70277
753779;M;22/08/1944;7;9160;70006
1154840;NA;01/01/1900;1;2300;18252
674114;M;06/06/1955;7;9120;69060
720672;M;02/04/1959;7;9120;69182
644714;M;10/01/1964;1;2320;18676
64323;M;16/07/1957;5;3520;38250
911795;M;01/01/1900;5;3920;46661
662547;M;16/12/1936;1;2610;24771
882349;M;15/02/1976;7;9100;68542
82308;M;01/01/1900;5;3540;38708
149524;M;11/06/1951;5;3550;39167
85216;M;08/11/1937;5;3570;39580
158805;M;13/12/1971;5;3500;37826
790075;M;01/01/1900;5;3900;46173
107194;M;01/01/1900;5;3920;46683
494295;F;11/11/1958;1;2070;14373
150185;NA;01/01/1900;5;3570;39560
180215;F;10/02/1944;5;3920;110175
83885;M;26/01/1940;5;3550;39140
978121;M;01/01/1900;1;2100;14515
595262;M;01/06/1943;1;2288;17996
775256;M;07/12/1945;1;2360;19517
121432;M;12/06/1949;5;3582;39942
106172;M;03/09/1945;5;3900;46080
277676;NA;27/06/1969;1;2240;16792
280836;M;20/07/1955;1;2460;21612
189481;NA;03/11/1955;5;3800;45350
990750;M;13/06/1956;1;2660;25526
655909;M;28/02/1949;1;2140;14870
874148;M;10/07/1945;1;2580;24137
663938;M;23/06/1953;1;2940;29295
266750;F;17/03/1950;7;9140;69635
127795;M;07/01/1945;5;3910;46325
942927;M;11/01/1948;7;9190;70683
275472;M;30/12/1943;1;2900;28300
83968;M;20/03/1943;5;3550;39274
4870;F;31/01/1950;5;3740;44474
655654;M;17/06/1946;1;2960;29625
96371;M;24/02/1938;5;3680;43273
670078;M;02/08/1946;1;2570;23913
295549;M;01/01/1900;5;3900;46134
903182;F;12/03/1980;1;2280;17924
678359;M;01/01/1900;1;2380;19811
55315;M;23/02/1964;5;3770;44775
364062;M;05/05/1957;5;3930;47103
84529;M;11/09/1936;5;3560;39556
73317;M;01/01/1900;5;3800;45269
106739;M;20/05/1946;5;3910;46364
299737;F;06/05/1976;1;2900;28303
127786;M;30/07/1954;5;3910;46271
211055;M;01/01/1900;5;3600;41083
752396;M;12/01/1937;5;3620;41480
667012;M;04/04/1964;1;2360;19675
82296;M;07/05/1935;5;3560;39462
186621;M;15/11/1958;5;3800;45217
53348;M;23/11/1957;5;3600;40918
990266;F;22/02/1947;5;3620;41383
656836;M;05/05/1953;1;2340;19271
107317;M;30/03/1935;5;3920;46536
792780;F;12/11/1946;1;2610;129408
131067;F;18/01/1950;5;3800;45323
654114;M;27/11/1946;1;2220;16070
858290;M;04/11/1956;1;2800;25796
821499;F;09/06/1945;1;2600;24380
673762;F;12/02/1962;1;2450;21477
686045;M;19/02/1964;1;2222;16308
672056;F;15/01/1940;5;3560;39400
924364;M;01/01/1900;5;3970;48006
651953;M;21/07/1947;1;2040;13933
652199;F;29/11/1946;1;2930;28963
56156;M;02/08/1955;5;3520;38200
997963;M;01/01/1900;5;3550;39153
1162128;F;14/01/1976;5;3500;37492
191719;M;19/02/1949;5;3800;45027
658047;M;26/11/1946;7;9140;69574
761107;M;01/07/1938;1;2820;26675
590691;M;01/01/1900;1;2450;21524
73523;M;27/09/1936;5;3511;37911
671721;M;02/10/1965;1;2323;18872
169478;F;16/05/1956;5;3990;48342
85534;M;01/01/1900;5;3570;39597
851672;M;31/07/1967;5;3640;42198
124208;M;14/01/1935;5;3665;42672
111347;NA;16/03/1950;5;3670;42843
465962;F;17/03/1949;1;2400;20566
135103;M;12/08/1938;5;3870;45833
458354;M;10/11/1959;1;2660;25588
704304;M;28/09/1935;1;2460;21663
1018582;F;01/01/1900;1;2300;18225
89721;NA;01/01/1900;5;3600;41078
74922;M;25/06/1935;5;3583;40194
992086;M;01/01/1900;7;9120;69216
188255;M;11/01/1949;5;3620;41512
465784;F;07/06/1947;5;3590;40452
128072;F;19/05/1968;1;2400;20634
30322;M;03/02/1958;5;3960;47652
968551;M;26/04/1952;5;3600;40655
96230;M;13/12/1943;5;3680;43106
229277;M;26/04/1960;5;3511;37995
222736;M;27/09/1950;5;3890;45940
39963;M;30/06/1939;5;3700;43770
237996;M;27/01/1964;5;3920;46461
250381;NA;01/01/1900;5;3580;39703
295368;M;17/09/1968;5;3700;43863
60767;M;08/06/1940;5;3600;40499
662449;M;05/02/1943;7;9130;69323
709293;M;31/12/1961;1;2322;18831
919102;M;13/05/1960;1;2900;28270
271375;F;25/06/1961;5;3500;37448
84932;NA;01/01/1900;5;3560;39338
118122;M;11/07/1961;5;3500;37818
674059;M;19/04/1961;1;2430;20780
455525;M;22/09/1965;1;2960;29778
110863;M;22/03/1945;5;3960;47757
862523;M;12/02/1950;1;2330;19017
894379;M;27/04/1941;1;2360;19511
224747;M;05/08/1967;5;3590;40395
80143;M;01/01/1900;5;3520;38228
651978;M;11/11/1942;1;2170;15316
96459;M;12/05/1955;5;3680;43221
593026;NA;20/05/1969;7;9170;70349
118185;M;02/07/1940;5;3500;37579
284857;M;01/01/1900;1;2390;20244
750896;M;21/07/1967;1;2460;21583
736140;M;18/07/1972;1;2322;18810
459046;F;19/12/1973;1;2630;25102
56777;M;18/01/1952;1;2235;16617
307316;F;26/03/1948;1;2980;30383
90374;M;25/10/1940;5;3620;41478
97045;M;22/01/1943;5;3690;43413
912467;M;07/04/1975;1;2910;28534
97232;M;02/06/1956;5;3700;43703
771995;M;29/01/1946;5;3550;39268
47428;M;26/06/1937;5;3960;47657
84228;M;16/02/1953;5;3560;39426
150628;NA;01/01/1900;5;3980;48225
308956;M;12/04/1945;1;2980;30362
52197;F;01/01/1900;1;2820;26693
167511;M;17/08/1941;5;3640;42201
809035;M;17/02/1953;1;2300;18252
88384;M;03/10/1967;5;3530;38470
817173;M;29/07/1973;1;2390;20087
104723;M;11/03/1942;2;3001;31364
190757;M;25/12/1961;5;3600;41043
335803;NA;01/01/1900;1;2880;27846
417878;M;13/12/1942;1;2811;26414
90631;M;23/01/1954;5;3620;41281
673123;M;01/01/1900;1;2140;14857
981744;F;01/01/1900;5;3800;45246
759761;M;11/08/1975;5;3500;37648
140229;M;01/01/1938;5;3600;40528
975753;M;04/03/1947;1;2880;27981
860651;M;01/01/1900;1;2650;25368
254936;NA;01/01/1900;5;3840;45585
941323;F;04/03/1930;1;2140;14927
115340;M;04/10/1954;5;3500;37646
1160899;M;05/12/1946;1;2990;30812
127823;M;25/04/1942;5;3910;46255
305587;M;07/05/1951;1;2930;29129
976975;M;01/01/1900;1;2440;21023
496693;M;14/05/1942;1;2070;14357
156144;M;01/09/1963;5;3582;40060
684444;M;22/10/1931;1;2180;15594
153479;M;20/10/1950;5;3583;40276
124328;M;09/03/1949;5;3670;42843
80747;M;01/01/1900;5;3520;38252
83541;F;28/03/1948;5;3550;39033
307505;F;18/06/1956;1;2660;25556
1114106;M;20/09/1980;5;3560;39403
515625;M;28/11/1936;5;3620;41289
673418;M;07/07/1954;1;2490;22301
462289;M;22/11/1953;5;3740;44567
802506;M;21/10/1959;5;3800;45205
266085;F;01/01/1900;1;2990;30613
292743;M;28/08/1945;1;2440;21029
727567;F;12/03/1966;1;2180;15574
968445;M;01/01/1900;5;3680;43115
651251;M;30/11/1954;1;2800;26291
89008;M;01/01/1900;5;3600;40744
92984;M;24/03/1941;5;3650;42340
279181;M;09/03/1931;2;3140;33885
599953;M;18/02/1954;1;2242;16848
120248;M;04/10/1947;5;3550;39082
110883;M;01/01/1900;5;3960;47856
661198;M;29/02/1952;1;2330;19078
992833;M;01/01/1900;1;2490;22308
125287;M;20/01/1946;5;3700;43601
66993;M;05/02/1946;5;3630;41923
809659;M;22/12/1948;1;2627;25017
664945;M;11/02/1929;1;2000;13031
978538;F;01/01/1900;1;2640;25243
671563;F;30/12/1932;7;9140;69611
896403;M;27/10/1950;7;9120;68917
686210;M;05/12/1945;1;2100;14725
672373;M;01/01/1900;1;2580;24172
666405;F;18/02/1941;1;2240;16777
817133;M;30/05/1945;1;2660;25681
80315;M;01/01/1900;5;3520;38114
94547;NA;01/01/1900;5;3665;42765
598931;M;13/11/1949;1;2070;14385
861518;F;31/01/1965;5;3510;37852
809825;M;17/10/1948;5;3830;45489
87222;F;17/01/1940;5;3590;40312
100372;NA;01/01/1900;5;3740;44598
130339;M;05/03/1959;5;3940;47210
659406;M;07/02/1944;1;2910;28443
652668;F;08/01/1943;1;2242;16831
760611;F;31/12/1951;5;3700;43743
648085;F;12/09/1953;1;2310;18511
705154;M;28/10/1955;1;2910;28534
671228;M;01/01/1900;1;2910;28579
594955;M;21/08/1949;1;2180;15547
898109;M;03/06/1968;7;9120;69121
78062;F;28/12/1939;5;3500;37454
687965;M;30/10/1970;1;2340;19326
715407;M;10/09/1938;1;2550;23524
93837;M;19/03/1946;5;3660;42607
460789;M;24/07/1944;1;2980;30313
648712;M;08/08/1938;1;2960;29748
284505;M;29/12/1955;1;2650;25366
