SubscriptionID	CustomerID	ProductID	Pattern		StartDate	EndDate	NbrNewspapers	NbrStart	RenewalDate	PaymentType	PaymentStatus	PaymentDate	FormulaID	GrossFormulaPrice	NetFormulaPrice	NetNewspaperPrice	ProductDiscount	FormulaDiscount	TotalDiscount	TotalPrice	TotalCredit
1098468	1158240	3	1111110		12/05/2010	12/05/2010	304	25	BT	Not	Paid	8790									
1098483	1017028	1	1111110		13/06/2010	16/09/2010	76	10	17/08/2010	BT	Paid	2/06/2010	8936	79	79	1.039.474	0	0	0	79	0
1098590	1164286	1	1111110		7/05/2010	13/10/2010	76	25	24/09/2010	BT	Paid	11/06/2010	11201	79	54	0.710526	0	25	25	54	0
1098606	1158240	3	1111110		7/05/2010	10/06/2011	329	25	BT	Paid	18/05/2010	6/11/1925	288.957.236	267	0.81155	0	21.957.236	21.957.236	267	0	
1098632	229704	8	1111110		9/05/2010	9/06/2010	25	25	31/05/2010	BT	Paid	19/05/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
109878	94618	8	1111110		1/01/2008	30/12/2008	304	10	21/11/2008	BT	Paid	4/01/2008	875	249	249	0.819079	0	0	0	249	0
1098780	776458	8	0000010		15/05/2010	21/05/2011	52	4	BT	Paid	28/05/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
109879	94618	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	4/01/2007	874	235	235	0.773026	0	0	0	235	0
1098844	862362	8	0100010		9/06/2010	14/06/2011	104	8	BT	Paid	11/06/2010	13/02/1904	57.2	57.2	1.1	0	0	0	114.4	0	
1098890	753779	5	1111110		8/06/2010	8/06/2010	304	10	BT	Not	Paid	8640									
109894	94624	8	1111110		1/01/2008	30/12/2008	304	10	21/11/2008	BT	Paid	18/12/2007	875	249	249	0.819079	0	0	0	249	0
1098944	599829	1	1111110		9/06/2010	6/06/2011	304	10	BT	Paid	26/05/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
109895	94624	8	1111110		2/01/2007	31/12/2007	304	25	1/12/2007	BT	Paid	20/12/2006	874	235	235	0.773026	0	0	0	235	0
1099132	247477	8	1111110		10/06/2010	7/06/2011	304	10	BT	Paid	16/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1099168	921465	5	1111110		9/06/2010	6/06/2011	304	10	BT	Paid	28/05/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1099333	70134	8	1111110		8/06/2010	4/06/2011	304	10	30/09/2010	BT	Paid	28/05/2010	8730	267	267	0.878289	0	0	0	267	0
1099335	1125773	2	1111110		10/06/2010	10/06/2010	329	10	BT	Not	Paid	9442									
1099410	863105	8	1111110		8/06/2010	4/12/2010	152	10	22/11/2010	BT	Paid	7/06/2010	8747	148	148	0.973684	0	0	0	148	0
1099451	39326	8	1111110		8/06/2010	4/12/2010	152	10	30/09/2010	BT	Paid	26/05/2010	8636	148	148	0.973684	0	0	0	148	0
1099496	972057	8	1111110		9/06/2010	19/06/2010	152	10	BT	Not	Paid	8553	148	148	0.973684	0	0	0	0	0	
1099521	999215	8	1111110		10/06/2010	15/06/2010	76	10	14/06/2010	BT	Not	Paid	9028	79	79	1.039.474	0	0	0	0	0
1099561	208961	8	1111110		10/06/2010	7/09/2010	76	10	9/08/2010	BT	Paid	26/05/2010	8635	79	79	1.039.474	0	0	0	79	0
1099749	692875	5	1111110		8/06/2010	14/09/2010	76	10	16/08/2010	BT	Paid	1/06/2010	9059	79	79	1.039.474	0	0	0	79	0
1099778	614545	8	1111110		8/06/2010	4/09/2010	76	10	5/08/2010	BT	Paid	8/06/2010	9033	79	79	1.039.474	0	0	0	79	0
1099882	996304	8	1111110		26/05/2010	23/08/2010	76	10	9/08/2010	DD	Paid	2/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1099909	1137683	2	1111110		10/06/2010	21/06/2010	76	10	BT	Not	Paid	8788	79	79	1.039.474	0	0	0	0	0	
1099914	100668	8	1111110		9/06/2010	6/09/2010	76	10	9/08/2010	BT	Paid	7/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1099955	55315	8	1111110		9/06/2010	6/09/2010	76	10	9/08/2010	BT	Paid	9/06/2010	8552	79	79	1.039.474	0	0	0	79	0
1099961	1018552	3	1111110		9/06/2010	6/09/2010	76	10	9/08/2010	BT	Paid	2/06/2010	8788	79	79	1.039.474	0	0	0	79	0
1100076	143748	8	1111110		27/05/2010	24/06/2010	25	25	8/06/2010	DD	Paid	12/05/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
1100118	688847	1	1111110		26/05/2010	23/06/2010	25	10	7/06/2010	DD	Paid	12/05/2010	9417	27	27	1.08	0	0	0	27	0
1100141	688633	7	1111110		26/05/2010	23/06/2010	25	10	7/06/2010	DD	Paid	12/05/2010	9417	27	27	1.08	0	0	0	27	0
1100144	29272	7	1111110		26/05/2010	23/06/2010	25	25	7/06/2010	DD	Paid	12/05/2010	5389	22.9	22.9	0.916	0	0	0	22.9	0
1100254	1154833	7	1111110		29/05/2010	25/06/2011	329	10	BT	Paid	26/05/2010	19/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1100501	936262	8	1111110		11/06/2010	28/06/2011	304	10	BT	Paid	1/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1100527	687593	6	1111110		11/06/2010	8/06/2011	304	10	BT	Paid	9/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1100557	43599	3	1111110		4/07/2010	14/02/2011	152	10	17/01/2011	BT	Paid	26/05/2010	8642	148	148	0.973684	0	0	0	148	0
1100581	655654	2	1111110		11/06/2010	8/06/2011	304	10	BT	Paid	22/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1100702	622439	8	1111110		11/06/2010	5/10/2010	76	10	6/09/2010	BT	Paid	14/06/2010	8801	79	79	1.039.474	0	0	0	79	0
1100717	292478	8	1111110		28/05/2010	25/06/2010	25	10	9/06/2010	DD	Paid	12/05/2010	8638	27	27	1.08	0	0	0	27	0
1100862	29831	8	1111110		28/05/2010	25/06/2010	25	25	9/06/2010	DD	Paid	12/05/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
1101111	74975	8	1111110		12/06/2010	23/06/2010	152	10	BT	Not	Paid	8747	148	148	0.973684	0	0	0	0	0	
1101162	414099	3	1111110		12/06/2010	7/07/2011	304	10	BT	Paid	27/05/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1101251	754738	3	1111110		12/06/2010	9/09/2010	76	10	10/08/2010	BT	Paid	8/06/2010	8936	79	79	1.039.474	0	0	0	79	0
1101261	1146261	8	1111110		18/05/2010	13/09/2010	100	25	16/08/2010	BT	Paid	26/05/2010	10024	1.039.474	79	0.79	0	249.474	249.474	79	0
1101346	1113333	3	1111110		12/06/2010	9/09/2010	76	10	10/08/2010	BT	Paid	27/05/2010	9238	79	79	1.039.474	0	0	0	79	0
1101357	773204	2	1111110		29/05/2010	26/06/2010	25	25	10/06/2010	DD	Paid	19/05/2010	5389	22.9	22.9	0.916	0	0	0	22.9	0
1101380	671850	2	1111110		29/05/2010	26/06/2010	25	10	10/06/2010	DD	Paid	19/05/2010	9417	27	27	1.08	0	0	0	27	0
1101439	1159081	6	1111110		12/05/2010	10/05/2011	304	25	BT	Paid	27/05/2010	24/01/1924	267	267	0.878289	0	0	0	267	0	
1101474	1120786	8	1111110		29/05/2010	25/06/2011	329	10	BT	Paid	31/05/2010	14/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1101737	281502	8	1111110		18/06/2010	22/06/2011	304	10	BT	Paid	7/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1101760	647686	3	1111110		13/06/2010	21/06/2011	304	10	BT	Paid	1/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1101780	150148	8	0000010		13/06/2010	25/06/2011	52	4	BT	Paid	25/05/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1101789	263893	8	1111110		13/06/2010	10/06/2011	304	10	BT	Paid	8/06/2010	24/08/1923	267	267	0.878289	0	0	0	284.36	0	
1101797	224596	8	1111110		13/06/2010	10/06/2011	304	10	BT	Paid	15/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1101823	970900	6	0000010		20/06/2010	14/07/2012	52	4	BT	Paid	8/06/2010	17/04/1905	57.2	57.2	1.1	0	0	0	57.2	0	
1101833	671563	5	1111110		13/06/2010	10/06/2011	304	10	BT	Paid	1/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1101859	151877	8	0000010		13/06/2010	25/06/2011	52	4	BT	Paid	21/06/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1101884	592382	3	1111110		23/06/2010	14/01/2011	152	10	15/12/2010	BT	Paid	1/06/2010	8642	148	148	0.973684	0	0	0	148	0
1101986	69230	5	1111110		13/06/2010	21/09/2010	76	10	23/08/2010	BT	Paid	25/05/2010	8907	79	79	1.039.474	0	0	0	79	0
1101997	260777	6	1111110		13/06/2010	10/06/2011	304	10	BT	Paid	2/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1102011	281829	8	1111110		13/06/2010	10/09/2010	76	10	11/08/2010	BT	Paid	14/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1102189	904175	6	1111110		18/05/2010	4/06/2011	329	25	BT	Paid	27/05/2010	19/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1102217	1160247	7	0000010		22/05/2010	28/05/2011	52	4	BT	Paid	7/06/2010	17/04/1905	57.2	57.2	1.1	0	0	0	57.2	0	
1102237	223456	8	1111110		15/06/2010	11/06/2011	304	10	BT	Paid	15/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1102358	204115	8	1111110		17/06/2010	24/06/2011	304	10	BT	Paid	16/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1102483	141123	8	1111110		17/06/2010	28/06/2010	304	10	BT	Not	Paid	8803	267	267	0.878289	0	0	0	0	0	
1102524	240069	8	1111110		16/06/2010	22/06/2011	304	10	BT	Paid	27/05/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1102706	896403	5	1111110		15/06/2010	11/06/2011	304	10	BT	Paid	10/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1102726	198191	8	1111110		16/06/2010	26/06/2010	304	10	BT	Not	Paid	8637	267	267	0.878289	0	0	0	0	0	
1102735	89989	8	1111110		15/06/2010	11/12/2010	152	10	18/11/2010	BT	Paid	16/06/2010	8636	148	148	0.973684	0	0	0	148	0
1102757	771333	3	1111110		17/06/2010	14/12/2010	152	10	15/11/2010	BT	Paid	3/06/2010	8642	148	148	0.973684	0	0	0	148	0
1102773	97389	8	1111110		15/06/2010	18/12/2010	152	10	18/11/2010	BT	Paid	8/06/2010	8636	148	148	0.973684	0	0	0	148	0
1102868	1125336	7	1111110		15/06/2010	11/12/2010	152	10	11/11/2010	BT	Paid	2/06/2010	8789	148	148	0.973684	0	0	0	148	0
1102920	594838	2	1111110		16/06/2010	13/09/2010	76	10	16/08/2010	BT	Paid	28/05/2010	8644	79	79	1.039.474	0	0	0	79	0
1102988	874475	6	1111110		16/06/2010	13/09/2010	76	10	16/08/2010	BT	Paid	8/06/2010	8644	79	79	1.039.474	0	0	0	79	0
1103026	56227	8	1111110		17/06/2010	14/09/2010	76	10	16/08/2010	BT	Paid	25/06/2010	8542	79	79	1.039.474	0	0	0	79	0
1103083	142005	8	1111110		17/06/2010	14/09/2010	76	10	16/08/2010	BT	Paid	8/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1103223	1110679	1	1111110		17/06/2010	14/09/2010	76	10	16/08/2010	BT	Paid	31/05/2010	8925	79	79	1.039.474	0	0	0	79	0
1103239	739795	3	1111110		17/06/2010	14/09/2010	76	10	16/08/2010	BT	Paid	9/06/2010	8644	79	79	1.039.474	0	0	0	79	0
1103292	686219	2	1111110		3/06/2010	31/08/2010	76	10	16/08/2010	DD	Paid	19/05/2010	8644	79	79	1.039.474	0	0	0	79	0
1103321	161970	8	1111110		15/06/2010	11/09/2010	76	10	12/08/2010	BT	Paid	15/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1103646	302264	8	1111110		27/05/2010	24/06/2010	25	25	8/06/2010	DD	Paid	19/05/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
1104074	1159640	8	1111110		25/05/2010	31/08/2010	82	25	2/08/2010	BT	Paid	9/06/2010	9096	85.236.842	79	0.963415	0	6.236.842	6.236.842	79	0
1104124	918626	6	1111110		18/06/2010	15/09/2010	76	10	16/08/2010	BT	Paid	9/06/2010	8644	79	79	1.039.474	0	0	0	79	0
1104389	1167188	8	1111110		20/05/2010	25/06/2011	329	25	BT	Paid	18/05/2010	21/11/1924	288.957.236	267	0.81155	0	21.957.236	21.957.236	267	0	
1104580	857667	7	1111110		27/06/2010	9/07/2011	304	10	13/08/2010	BT	Paid	1/06/2010	8640	267	267	0.878289	0	0	0	240.96	-26.04
1104720	82001	8	1111110		18/06/2010	15/12/2010	152	10	15/11/2010	BT	Paid	14/06/2010	8636	148	148	0.973684	0	0	0	148	0
1104757	1022606	7	1111110		18/06/2010	16/06/2011	304	10	BT	Paid	7/06/2010	16/05/1924	267	267	0.878289	0	0	0	267	0	
1104772	802122	2	1111110		18/06/2010	29/06/2010	76	10	BT	Not	Paid	8644	79	79	1.039.474	0	0	0	0	0	
1104838	50808	2	1111110		23/05/2010	6/06/2011	304	25	BT	Paid	2/06/2010	25/08/1926	267	198	0.651316	0	69	69	198	0	
1104858	459556	3	1111110		19/06/2010	19/06/2010	304	10	BT	Not	Paid	8896									
1104896	1024807	2	1111110		19/06/2010	30/06/2010	304	10	BT	Not	Paid	8896	267	267	0.878289	0	0	0	0	0	
1105046	613617	8	1111110		19/06/2010	16/09/2010	76	10	17/08/2010	BT	Paid	11/06/2010	9033	79	79	1.039.474	0	0	0	79	0
1105050	864935	5	1111110		19/06/2010	30/06/2010	76	10	BT	Not	Paid	9269	79	79	1.039.474	0	0	0	0	0	
1105184	812585	8	1111110		22/05/2010	20/06/2011	329	25	BT	Paid	7/06/2010	14/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1105262	760119	8	0000010		22/05/2010	4/06/2011	52	4	BT	Paid	9/06/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1105288	673006	2	1111110		5/06/2010	3/07/2010	25	25	17/06/2010	DD	Paid	26/05/2010	9466	23.6	23.6	0.944	0	0	0	23.6	0
1105290	674158	3	1111110		5/06/2010	3/09/2010	25	10	17/06/2010	DD	Paid	26/05/2010	9416	27	27	1.08	0	0	0	27	0
1105693	680607	6	1111110		20/06/2010	18/06/2011	304	10	BT	Paid	21/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1105696	792196	8	1111110		1/07/2010	29/06/2011	304	10	BT	Paid	3/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1105715	886599	8	1111110		20/06/2010	1/07/2010	304	10	BT	Not	Paid	8637	267	267	0.878289	0	0	0	0	0	
1105772	142963	7	0000010		20/06/2010	2/07/2011	52	4	BT	Paid	8/06/2010	17/04/1905	57.2	57.2	1.1	0	0	0	57.2	0	
1105801	6811	8	1111110		20/06/2010	1/07/2010	304	10	BT	Not	Paid	8803	267	267	0.878289	0	0	0	0	0	
1105811	857653	3	1111110		20/06/2010	18/06/2011	304	10	BT	Paid	9/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1105814	160023	8	0000010		20/06/2010	2/07/2011	52	4	BT	Paid	8/06/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1105827	364062	8	1111110		20/06/2010	1/07/2011	304	10	BT	Paid	18/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1105840	179906	8	0000110		20/06/2010	29/07/2011	112	8	BT	Paid	11/06/2010	18/06/1918	61.6	57.2	1.021.429	0	4.4	4.4	114.4	0	
1105895	148152	8	1111110		20/06/2010	17/12/2010	152	10	17/11/2010	BT	Paid	17/06/2010	8802	148	148	0.973684	0	0	0	148	0
1105939	189010	8	1111110		20/06/2010	5/01/2011	152	10	6/12/2010	BT	Paid	6/08/2010	9095	148	148	0.973684	0	0	0	148	0
1105987	66815	6	1111110		20/06/2010	17/09/2010	76	10	18/08/2010	BT	Paid	23/06/2010	8925	79	79	1.039.474	0	0	0	102.84	0
1105990	1024912	1	1111110		20/06/2010	17/09/2010	76	10	18/08/2010	BT	Paid	10/06/2010	8925	79	79	1.039.474	0	0	0	79	0
1106076	976975	6	1111110		6/06/2010	5/07/2010	25	25	21/06/2010	DD	Paid	26/05/2010	9466	23.6	23.6	0.944	0	0	0	23.6	0
1106086	1150113	8	1111110		20/06/2010	20/06/2010	76	10	BT	Not	Paid	9174									
1106093	455525	2	1111110		6/06/2010	5/07/2010	25	25	21/06/2010	DD	Paid	26/05/2010	9466	23.6	23.6	0.944	0	0	0	23.6	0
1106424	727567	1	1111110		10/06/2010	18/09/2010	76	10	2/09/2010	DD	Paid	26/05/2010	8644	79	79	1.039.474	0	0	0	79	0
1106512	1110695	8	1111110		22/06/2010	18/09/2010	76	10	8/09/2010	BT	Paid	21/06/2010	9121	79	79	1.039.474	0	0	0	78.88	-0.12
1106573	497381	8	1111110		24/06/2010	21/09/2010	76	10	23/08/2010	BT	Paid	24/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1106588	24092	8	1111110		30/06/2010	27/09/2010	76	10	30/08/2010	BT	Paid	2/07/2010	8801	79	79	1.039.474	0	0	0	79	0
1106598	30322	8	1111110		22/06/2010	18/09/2010	76	10	19/08/2010	BT	Paid	3/06/2010	8746	79	79	1.039.474	0	0	0	79	0
1106603	32899	8	1111110		23/06/2010	1/10/2010	76	10	1/09/2010	BT	Paid	16/06/2010	8746	79	79	1.039.474	0	0	0	79	0
110667	95055	8	1111110		1/01/2008	30/06/2008	152	10	2/06/2008	BT	Paid	24/12/2007	870	138	138	0.893421	0	0	0	135.8	-2.2
110668	95055	8	1111110		2/07/2007	31/12/2007	153	25	1/12/2007	BT	Paid	26/06/2007	869	127	127	0.830065	0	0	0	127	0
1106680	167390	8	1111110		23/06/2010	12/10/2010	76	10	13/09/2010	BT	Paid	21/06/2010	9055	79	79	1.039.474	0	0	0	79	0
1106687	783948	8	1111110		22/06/2010	18/09/2010	76	10	19/08/2010	BT	Paid	11/06/2010	8635	79	79	1.039.474	0	0	0	79	0
110669	95055	8	1111110		2/01/2007	30/06/2007	151	25	BT	Paid	26/12/2006	18/05/1902	127	127	0.833113	0	0	0	125.8	-1.2	
1106712	898191	2	1111110		23/06/2010	20/09/2010	76	10	26/08/2010	BT	Paid	15/06/2010	8925	79	79	1.039.474	0	0	0	79	0
1106797	790075	8	1111110		23/06/2010	21/06/2011	304	10	BT	Paid	22/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1106878	678025	5	1111110		22/06/2010	20/06/2011	304	10	BT	Paid	14/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1106898	196322	8	1111110		24/06/2010	22/06/2011	304	10	BT	Paid	2/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1107011	114744	8	1111110		23/06/2010	21/06/2011	304	10	BT	Paid	11/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1107025	173889	8	1111110		24/06/2010	6/07/2011	304	10	BT	Paid	18/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1107036	767381	1	1111110		23/06/2010	23/06/2011	304	10	BT	Paid	6/07/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1107068	978538	3	1111110		24/06/2010	22/06/2011	304	10	BT	Paid	7/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1107071	278097	2	1111110		24/06/2010	22/06/2011	304	10	BT	Paid	7/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1107123	792966	8	1111110		23/06/2010	21/06/2011	304	10	BT	Paid	18/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1107197	130040	6	1111110		22/06/2010	2/07/2010	152	10	BT	Not	Paid	9186	148	148	0.973684	0	0	0	0	0	
1107234	216283	6	1111110		22/06/2010	4/01/2011	152	10	6/12/2010	BT	Paid	9/06/2010	8955	148	148	0.973684	0	0	0	148	0
1107281	307133	6	1111110		24/06/2010	5/07/2010	152	10	16/08/2010	BT	Not	Paid	8906	148	148	0.973684	0	0	0	0	0
1107285	113840	8	1111110		24/06/2010	21/12/2010	152	10	22/11/2010	BT	Paid	18/06/2010	8553	148	148	0.973684	0	0	0	148	0
1107286	108970	8	1111110		24/06/2010	27/12/2010	152	10	26/11/2010	BT	Paid	9/07/2010	8636	148	148	0.973684	0	0	0	148	0
1107341	687377	3	1111110		10/06/2010	8/07/2010	25	10	22/06/2010	DD	Paid	26/05/2010	9417	27	27	1.08	0	0	0	27	0
1107367	147765	8	1111110		9/06/2010	7/07/2010	25	25	21/06/2010	DD	Paid	26/05/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
1107408	108011	8	1111110		8/06/2010	6/07/2010	25	25	21/06/2010	DD	Paid	26/05/2010	4688	22.9	22.9	0.916	0	0	0	22.9	0
1107467	663403	2	1111110		10/06/2010	8/07/2010	25	10	22/06/2010	DD	Paid	26/05/2010	9417	27	27	1.08	0	0	0	27	0
1107548	814753	2	1111110		9/06/2010	7/07/2010	25	10	21/06/2010	DD	Paid	26/05/2010	9417	27	27	1.08	0	0	0	27	0
1107593	146553	8	1111110		25/06/2010	23/06/2011	304	10	BT	Paid	28/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
110765	95107	8	1111110		1/06/2008	2/06/2009	304	10	4/05/2009	BT	Paid	29/05/2008	875	249	249	0.819079	0	0	0	249	0
110766	95107	8	1111110		1/06/2007	31/05/2008	306	25	1/05/2008	BT	Paid	30/05/2007	874	235	235	0.767974	0	0	0	235	0
110767	95107	8	1111110		28/04/2006	31/05/2007	329	15	BT	Paid	26/04/2006	29/09/1902	247.83	229	0.696049	0	18.83	18.83	229	0	
1107672	183682	8	1111110		25/06/2010	23/06/2011	304	10	BT	Paid	2/07/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1107772	800374	6	1111110		29/05/2010	27/05/2011	304	25	BT	Paid	10/06/2010	11/12/1926	267	198	0.651316	0	69	69	198	0	
1107866	204198	8	1111110		25/06/2010	22/09/2010	76	10	23/08/2010	BT	Paid	24/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1107905	592091	8	1111110		25/06/2010	22/09/2010	76	10	23/08/2010	BT	Paid	15/06/2010	9121	79	79	1.039.474	0	0	0	79	0
1107938	364640	8	1111110		25/06/2010	22/09/2010	76	10	23/08/2010	BT	Paid	8/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1107991	793341	8	1111110		11/06/2010	9/07/2010	25	10	23/06/2010	DD	Paid	26/05/2010	8638	27	27	1.08	0	0	0	27	0
1108118	86358	8	1111110		11/06/2010	9/07/2010	25	25	23/06/2010	DD	Paid	26/05/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
1108185	678737	1	1111110		26/06/2010	6/07/2011	304	10	BT	Paid	18/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1108247	114705	8	1111110		26/06/2010	24/06/2011	304	10	BT	Paid	4/06/2010	6/02/1924	267	267	0.878289	0	0	0	267	0	
1108306	158937	8	1111110		26/06/2010	23/12/2010	152	10	2/12/2010	BT	Paid	8/06/2010	8636	148	148	0.973684	0	0	0	148	0
1108309	799125	8	1111110		26/06/2010	23/12/2010	152	10	23/11/2010	BT	Paid	5/08/2010	8990	148	148	0.973684	0	0	0	148	0
1108393	616817	2	1111110		26/06/2010	23/09/2010	76	10	24/08/2010	BT	Paid	9/06/2010	9113	79	79	1.039.474	0	0	0	79	0
1108428	67723	8	1111110		12/06/2010	10/07/2010	25	25	24/06/2010	DD	Paid	2/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	0
1108432	1120894	6	0000110		26/06/2010	24/09/2010	26	8	25/08/2010	BT	Paid	18/06/2010	1930	14.3	14.3	1.1	0	0	0	28.6	0
1108489	52794	8	1111110		12/06/2010	10/07/2010	25	25	24/06/2010	DD	Paid	2/06/2010	4688	22.9	22.9	0.916	0	0	0	22.9	0
1108501	1164383	8	1111110		3/06/2010	18/09/2010	82	25	19/08/2010	BT	Paid	11/06/2010	9120	85.236.842	79	0.963415	0	6.236.842	6.236.842	79	0
1108507	303317	8	1111110		18/06/2010	16/07/2010	25	25	22/06/2010	BT	Paid	21/06/2010	4688	22.9	22.9	0.916	0	0	0	22.9	0
1108725	464236	1	1111110		27/06/2010	27/06/2010	304	10	BT	Not	Paid	8896									
1108753	933109	8	1111110		27/06/2010	11/07/2011	304	10	BT	Paid	11/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1108775	165982	8	0000010		27/06/2010	9/07/2011	52	4	BT	Paid	24/06/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1108821	599838	8	1111110		27/06/2010	27/06/2011	304	10	BT	Paid	30/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1108825	789674	8	0000010		27/06/2010	9/07/2011	52	4	BT	Paid	9/06/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1108892	880927	1	0000010		27/06/2010	25/09/2010	13	4	26/08/2010	BT	Paid	10/06/2010	1930	14.3	14.3	1.1	0	0	0	14.3	0
1109109	1164356	7	1111110		3/06/2010	7/09/2010	82	25	9/08/2010	BT	Paid	10/06/2010	9585	85.236.868	79	0.963415	0	6.236.868	6.236.868	79	0
1109242	459556	3	1111110		19/06/2010	5/07/2011	304	10	BT	Paid	16/06/2010	27/02/1926	267	146.85	0.483059	0	120.15	120.15	146.85	0	
1109588	797244	8	1111110		29/06/2010	7/01/2011	152	10	8/12/2010	BT	Paid	9/06/2010	8636	148	148	0.973684	0	0	0	148	0
1109711	1134023	5	1111110		30/06/2010	28/06/2011	304	10	BT	Paid	9/06/2010	19/03/1924	267	267	0.878289	0	0	0	267	0	
1109798	72793	8	1111110		30/06/2010	11/10/2010	76	10	13/09/2010	BT	Paid	30/06/2010	8960	79	79	1.039.474	0	0	0	79	0
1109804	290109	5	1111110		29/06/2010	30/09/2010	76	10	31/08/2010	BT	Paid	16/07/2010	8925	79	79	1.039.474	0	0	0	79	0
1109808	90144	8	1111110		29/06/2010	9/07/2010	76	10	BT	Not	Paid	8552	79	79	1.039.474	0	0	0	0	0	
1109811	134111	8	1111110		29/06/2010	25/09/2010	76	10	26/08/2010	BT	Paid	24/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1109815	890957	8	1111110		29/06/2010	27/09/2010	76	10	30/08/2010	BT	Paid	28/06/2010	8552	79	79	1.039.474	0	0	0	79	0
1109927	63110	8	1111110		29/06/2010	25/09/2010	76	10	26/08/2010	BT	Paid	6/07/2010	8635	79	79	1.039.474	0	0	0	79	0
1109966	846614	8	1111110		30/06/2010	27/09/2010	76	10	30/08/2010	BT	Paid	15/06/2010	8552	79	79	1.039.474	0	0	0	79	0
1110071	186621	8	1111110		30/06/2010	27/09/2010	76	10	30/08/2010	BT	Paid	22/06/2010	8635	79	79	1.039.474	0	0	0	79	0
1110084	1107392	8	1111110		1/07/2010	28/09/2010	76	10	30/08/2010	BT	Paid	16/06/2010	8552	79	79	1.039.474	0	0	0	79	0
1110095	1112094	2	1111110		1/07/2010	28/09/2010	76	10	30/08/2010	BT	Paid	13/07/2010	8925	79	79	1.039.474	0	0	0	79	0
