ComplaintID;CustomerID;ProductID;ComplaintDate;ComplaintType;SolutionType;FeedbackType
112693;125488;8;30/05/2007;2;;
113589;125488;8;11/06/2007;2;;
54165;125488;8;21/03/2008;2;3;4
104769;125772;8;01/03/2007;1;;
105291;126446;8;02/03/2009;9;1;
81319;126687;8;08/05/2006;8;;
190442;126687;8;13/12/2010;1;2;6
53724;126687;8;28/02/2008;1;1;5
53723;126687;8;15/03/2008;1;1;5
155230;126814;8;27/03/2010;1;1;3
168044;126934;8;14/07/2010;1;1;
167995;126934;8;14/07/2010;1;2;3
120735;127672;8;28/08/2007;1;;
88477;127786;8;06/01/2009;9;1;
84708;127786;8;09/12/2008;1;1;3
84709;127786;8;10/12/2008;1;1;3
84710;127786;8;11/12/2008;1;1;3
85679;127786;8;22/12/2008;1;2;3
101645;128072;8;26/01/2007;7;;
121031;128072;8;20/07/2009;1;2;
117274;128148;8;23/06/2009;1;2;3
112262;128148;8;04/05/2009;1;2;3
106577;129130;8;02/03/2009;9;1;
58093;130506;8;03/05/2005;1;4;
157612;130506;8;21/04/2010;1;2;
194789;130702;8;24/12/2010;1;1;2
194625;131067;8;24/12/2010;1;1;2
88090;131133;8;06/01/2009;1;2;2
90883;131133;8;26/01/2009;1;1;5
88089;131133;8;05/01/2009;1;1;2
127551;131396;2;05/09/2009;1;3;
116218;134111;8;11/06/2009;1;2;2
115101;134111;8;02/06/2009;1;2;3
127733;134111;8;11/09/2009;1;1;6
78784;135103;8;13/10/2008;1;1;
125035;135241;8;24/08/2009;1;2;3
127827;135241;8;14/09/2009;1;2;3
102011;135741;8;30/01/2007;1;;
138740;135741;8;03/12/2009;1;2;3
140696;135741;8;17/12/2009;1;2;4
129482;135741;8;24/09/2009;1;2;3
96363;135741;8;03/03/2009;1;2;3
96428;135741;8;03/03/2009;1;2;
87238;135741;8;03/01/2009;1;1;
55018;135741;8;22/03/2008;1;1;4
163058;135741;8;03/06/2010;1;1;4
174657;135741;8;30/08/2010;1;2;4
174655;135741;8;28/08/2010;1;1;4
178769;135741;8;23/09/2010;1;1;4
147813;136384;8;02/02/2010;1;1;2
147812;136384;8;03/02/2010;1;2;2
147811;136384;8;01/02/2010;1;1;2
110967;137296;8;11/04/2009;1;3;3
156580;137296;8;13/04/2010;1;2;3
147414;137296;8;29/01/2010;3;1;3
85467;137296;8;22/12/2008;1;2;5
85335;137296;8;18/12/2008;1;1;5
161042;137628;2;20/05/2010;1;2;3
201527;137628;2;27/01/2011;3;2;
120932;137671;8;29/08/2007;1;;
113886;137671;8;19/05/2009;1;2;3
191604;137671;8;11/12/2010;9;3;6
162213;137671;8;01/06/2010;1;2;6
59623;137671;8;10/05/2008;1;3;3
129290;137671;8;19/09/2009;1;3;3
77059;137671;8;14/10/2008;1;2;3
82351;137671;8;24/11/2008;1;2;2
83307;137671;8;22/11/2008;1;1;1
140469;137732;8;15/12/2009;1;1;
140281;137732;8;15/12/2009;1;2;2
123571;137732;8;10/08/2009;1;2;3
95748;137806;8;02/03/2009;1;1;4
60446;138977;4;17/05/2008;7;3;
111609;140426;8;18/05/2007;1;4;
187127;140426;8;20/11/2010;1;1;
56023;140426;8;05/04/2008;1;3;4
92686;140426;8;07/02/2009;1;1;4
196305;141319;8;24/12/2010;1;1;2
170250;141319;8;31/07/2010;7;2;
107783;141610;8;02/03/2009;9;1;
38850;141610;8;16/10/2007;1;2;3
97814;142268;8;13/03/2009;9;1;
87276;142873;8;19/07/2006;1;;
87183;142873;8;18/07/2006;1;;
87277;142873;8;19/07/2006;9;;
117855;142873;8;24/07/2007;1;;
118088;142873;8;26/07/2007;1;;
171370;142873;8;09/08/2010;1;2;2
96113;142873;8;02/03/2009;1;1;4
120510;142873;8;11/07/2009;1;3;2
63089;143748;8;22/10/2005;1;;
192262;143748;8;20/12/2010;1;2;2
87726;143748;8;06/01/2009;1;2;2
86828;143748;8;05/01/2009;1;2;2
141589;143748;8;21/12/2009;1;2;2
182304;146273;8;15/10/2010;9;2;
182238;146273;8;15/10/2010;1;2;6
187428;146273;8;24/11/2010;1;1;
95477;146273;8;02/03/2009;1;1;4
77643;146273;8;11/10/2008;1;3;3
107029;146553;8;23/03/2007;7;;
175711;146553;8;03/09/2010;1;2;6
136449;147765;8;18/11/2009;1;2;3
136526;147765;8;18/11/2009;9;1;
97979;147765;8;16/03/2009;1;2;6
59864;148344;8;15/05/2008;1;2;3
181815;148344;8;13/10/2010;3;2;3
181080;148344;8;08/10/2010;1;2;3
181225;148344;8;11/10/2010;1;2;4
181178;148344;8;08/10/2010;1;2;
90698;148344;8;22/01/2009;1;2;3
103462;148633;8;02/03/2009;9;1;
153597;148633;8;12/03/2010;7;1;
106972;149185;8;17/03/2007;7;;
180308;149524;8;05/10/2010;1;2;3
95808;149524;8;02/03/2009;1;1;4
182099;149743;6;09/10/2010;7;3;4
192329;149743;6;20/12/2010;1;2;2
168740;149743;6;17/07/2010;7;1;
154208;149743;6;22/03/2010;1;2;
146288;149743;6;22/01/2010;1;2;6
175043;150734;8;28/08/2010;1;3;
69697;150734;8;11/08/2008;1;1;3
109330;151219;8;21/03/2009;9;1;
109329;151219;8;14/03/2009;9;1;
109328;151219;8;07/03/2009;9;1;
109319;151219;8;28/03/2009;9;3;5
59710;151983;8;07/07/2005;1;2;
187760;151983;8;25/11/2010;1;1;6
102998;153820;8;02/03/2009;9;1;
71828;155311;2;01/09/2008;1;2;
177548;155311;2;15/09/2010;1;2;3
174834;155311;2;31/08/2010;1;2;
175229;155311;2;31/08/2010;1;1;
167648;156144;8;12/07/2010;1;2;
71155;156928;8;22/08/2008;9;1;
71152;156928;8;19/08/2008;9;1;
71153;156928;8;20/08/2008;9;1;
71154;156928;8;21/08/2008;9;1;
71151;156928;8;18/08/2008;9;1;
71150;156928;8;16/08/2008;9;1;
71149;156928;8;14/08/2008;9;1;
71148;156928;8;13/08/2008;9;1;
71156;156928;8;23/08/2008;9;1;
71147;156928;8;12/08/2008;9;1;
134380;158514;8;30/10/2009;1;2;3
90406;158514;8;20/01/2009;1;2;3
141899;158514;8;22/12/2009;1;2;3
194763;158753;8;24/12/2010;1;1;2
198318;158753;8;18/12/2010;1;1;
88053;158753;8;06/01/2009;1;2;2
87497;158753;8;05/01/2009;1;1;2
151223;158753;8;27/02/2010;7;2;3
75148;158753;8;20/09/2008;9;1;
133241;158805;8;10/10/2009;1;3;6
77321;158805;8;15/10/2008;1;1;3
82495;158805;8;24/11/2008;1;2;2
114722;158937;8;27/05/2009;1;2;3
169943;158937;8;29/07/2010;1;2;2
97911;160023;8;14/03/2009;1;1;4
42910;160443;8;08/12/2007;1;1;3
176903;161458;8;09/09/2010;1;1;3
94490;165892;8;21/02/2009;1;1;3
146393;165982;8;23/01/2010;1;1;3
98344;166292;8;14/03/2009;1;3;4
38105;167511;8;28/09/2007;1;3;3
72630;167561;2;08/09/2008;1;2;
72770;167561;2;09/09/2008;1;2;
185687;167561;2;12/11/2010;1;1;
185688;167561;2;06/11/2010;1;1;6
147396;169156;8;01/02/2010;1;2;2
154139;170354;;22/03/2010;2;3;3
178726;170940;;18/09/2010;1;1;3
178727;170940;;21/09/2010;1;1;3
178729;170940;;23/09/2010;1;2;3
117089;172432;8;22/06/2009;1;2;3
96044;172432;8;02/03/2009;1;1;4
152166;172827;8;27/02/2010;1;3;
61424;174836;8;07/09/2005;1;;
93164;174836;8;30/09/2006;1;;
97811;174836;8;13/12/2006;1;;
92886;174836;8;07/02/2009;1;3;3
93617;174836;8;16/02/2009;1;1;3
196584;174836;8;24/12/2010;1;1;2
127312;174836;8;05/09/2009;1;1;3
194421;176849;8;24/12/2010;1;1;6
132551;176849;8;19/10/2009;1;2;3
202373;176849;8;02/02/2011;1;2;2
150541;177187;8;23/02/2010;1;2;3
97534;177387;8;08/12/2006;1;;
109363;177387;8;07/04/2007;1;;
161551;177387;8;22/05/2010;1;1;2
92947;178442;8;07/02/2009;1;1;3
85104;179771;8;17/12/2008;1;2;3
71370;179771;8;26/08/2008;1;2;3
129295;179906;8;19/09/2009;1;3;6
201821;179906;8;28/01/2011;1;1;6
47059;180020;8;01/12/2007;1;1;
97950;180215;8;14/03/2009;7;1;
110408;181123;8;10/04/2009;1;2;5
132891;181123;8;10/10/2009;1;1;4
125662;181123;8;27/08/2009;1;2;3
109806;181699;8;04/04/2009;1;1;5
168391;181699;8;10/07/2010;1;3;5
173018;181699;8;14/08/2010;1;3;
137885;181699;8;27/11/2009;1;2;3
96970;181699;8;06/03/2009;1;1;5
123633;181699;8;08/08/2009;1;3;
125049;181699;8;24/08/2009;1;2;3
175015;181699;8;28/08/2010;1;1;3
143865;181699;8;02/01/2010;1;3;2
82074;181781;8;18/05/2006;1;;
94246;181781;8;14/10/2006;1;;
178241;181781;8;21/09/2010;1;2;3
75466;181781;8;30/09/2008;1;2;3
72443;181781;8;30/08/2008;1;3;6
142208;181781;8;19/12/2009;1;3;2
47063;182288;8;01/12/2007;1;1;
103946;182747;8;02/03/2009;9;1;
66347;182747;8;09/07/2008;1;2;3
102483;183498;8;02/03/2009;9;1;
61601;183682;8;12/09/2005;1;;
73112;183682;8;10/01/2006;1;;
151509;184249;7;27/02/2010;1;1;
156936;184476;8;15/04/2010;1;2;3
184584;184476;8;04/11/2010;1;2;6
76297;184476;8;07/10/2008;1;2;6
145067;185421;8;14/01/2010;2;3;3
115082;188226;8;30/05/2009;1;1;3
190734;188255;8;14/12/2010;1;2;2
164199;189481;8;16/06/2010;1;2;3
89012;189481;8;09/01/2009;1;1;2
151426;190398;8;01/03/2010;3;2;3
189900;190594;8;08/12/2010;1;2;6
194354;190594;8;24/12/2010;1;1;2
87816;191542;8;27/07/2006;1;;
188870;191719;8;20/11/2010;1;3;6
194535;191719;8;24/12/2010;1;1;
168127;191719;8;15/07/2010;1;2;3
127852;191719;8;14/09/2009;1;2;3
151598;192854;8;02/03/2010;1;2;
151457;192854;8;01/03/2010;1;1;
151458;192854;8;27/02/2010;1;3;
125105;193063;8;24/08/2009;1;1;3
113033;194809;;11/05/2009;1;2;
124553;194809;;19/08/2009;1;2;
124397;194809;;18/08/2009;1;2;3
124395;194809;;14/08/2009;1;1;3
124396;194809;;17/08/2009;1;1;3
124554;194809;;19/08/2009;1;1;
135528;196346;8;10/11/2009;1;2;3
122334;197221;8;29/07/2009;1;1;
122336;197221;8;30/07/2009;1;1;4
92764;197304;8;23/09/2006;1;;
59744;197304;8;14/05/2008;1;2;3
68907;197304;8;02/08/2008;1;3;3
184479;197304;8;23/10/2010;1;3;6
178829;197304;8;24/09/2010;1;2;3
150212;197304;8;17/02/2010;1;1;3
174045;197304;8;26/08/2010;1;2;6
84964;198191;8;22/06/2006;1;;
84939;198191;8;21/06/2006;1;;
85359;198191;8;22/06/2006;1;;
91055;198191;8;26/08/2006;1;;
118221;198191;8;02/07/2009;1;2;3
96775;198191;8;02/03/2009;1;1;4
197576;198191;8;03/01/2011;1;2;6
197661;198191;8;03/01/2011;9;1;
75316;199035;8;04/02/2006;1;;
82316;199035;8;20/05/2006;1;;
86157;199035;8;01/07/2006;1;;
107616;199035;8;29/03/2007;9;;
110707;199035;8;05/05/2007;1;;
135836;202312;8;13/11/2009;1;2;3
148175;202312;8;05/02/2010;1;2;3
150542;202516;8;23/02/2010;1;2;2
121281;203807;8;29/08/2007;1;;
137116;203807;8;21/11/2009;1;1;3
62535;204198;8;07/06/2008;7;3;5
59154;204245;8;20/06/2005;1;2;
60509;204245;8;18/08/2005;1;;
60955;204245;8;29/08/2005;1;;
60967;204245;8;29/08/2005;1;;
38809;204245;8;13/10/2007;1;1;
138100;207128;8;28/11/2009;1;1;3
131183;207128;8;26/09/2009;1;1;3
131178;207128;8;03/10/2009;1;1;3
98788;207128;8;02/03/2009;9;1;
65152;207128;8;01/07/2008;1;2;4
175040;209498;8;28/08/2010;1;3;
104232;210354;8;02/03/2009;9;1;
58900;210686;8;29/06/2005;1;2;
89915;210686;8;15/01/2009;1;1;3
89914;210686;8;16/01/2009;1;2;3
72145;210686;8;03/09/2008;1;2;3
72758;210686;8;09/09/2008;1;2;3
72757;210686;8;04/09/2008;1;1;3
156059;216283;6;03/04/2010;1;1;3
86611;216536;8;11/07/2006;1;;
197637;216536;8;03/01/2011;1;1;6
39784;216536;8;03/11/2007;1;1;
44095;216536;8;20/12/2007;1;2;3
174395;216536;8;27/08/2010;1;2;2
105830;216738;8;02/03/2009;9;1;
142993;217277;8;29/12/2009;1;2;3
42715;217494;8;06/12/2007;1;1;3
105367;217494;8;02/03/2009;9;1;
194373;217498;8;24/12/2010;1;1;2
102791;218565;8;02/03/2009;9;1;
182059;219650;8;08/10/2010;7;1;
104326;219906;8;02/03/2009;9;1;
96243;219906;8;03/03/2009;1;1;4
40186;220583;8;15/11/2007;1;3;3
73821;221112;8;18/09/2008;1;2;3
169923;221564;8;29/07/2010;1;2;3
170067;221564;8;29/07/2010;9;1;
156426;221564;8;12/04/2010;1;2;3
156497;221564;8;12/04/2010;1;2;
156517;221564;8;12/04/2010;9;1;
180522;221564;8;06/10/2010;1;2;3
180619;221564;8;06/10/2010;9;1;
96657;221564;8;05/03/2009;7;3;
141693;221876;6;21/12/2009;1;3;2
188267;222736;8;30/11/2010;1;2;2
202506;222736;8;02/02/2011;1;2;
105879;222863;8;02/03/2009;9;1;
91165;222899;8;27/01/2009;9;1;
91163;222899;8;27/01/2009;1;2;3
91164;222899;8;26/01/2009;1;2;3
47096;223381;8;01/12/2007;1;1;
118992;224022;8;08/07/2009;1;2;3
95157;224022;8;02/03/2009;1;1;4
96229;224596;8;02/03/2009;1;1;4
96254;224596;8;03/03/2009;1;2;4
85702;224596;8;22/12/2008;1;1;
47101;224747;8;01/12/2007;1;1;
65343;225516;3;02/07/2008;9;;
136183;225516;7;14/11/2009;7;1;
58218;226149;8;07/05/2005;1;4;
58572;226149;8;21/05/2005;1;4;
62907;226149;8;19/10/2005;7;;
103815;226733;8;02/03/2009;9;1;
125978;229325;8;29/08/2009;2;3;
87719;229325;8;05/01/2009;1;1;2
168905;229704;8;20/07/2010;1;2;5
175366;229704;8;02/09/2010;1;2;3
110954;230080;8;11/04/2009;1;3;5
54819;230080;8;25/03/2008;1;1;3
169124;230469;8;20/07/2010;1;1;3
149600;232069;8;15/02/2010;1;2;2
110514;232442;8;14/04/2009;1;2;3
110513;232442;8;10/04/2009;9;1;
110638;232442;8;15/04/2009;1;2;3
110511;232442;8;10/04/2009;1;2;
133745;232442;8;24/10/2009;1;1;3
153650;232454;8;16/03/2010;1;1;3
47109;232454;8;01/12/2007;1;1;
92513;232456;8;23/09/2006;1;;
106177;232456;8;10/03/2007;1;;
120544;235072;8;27/08/2007;1;;
95261;235516;8;02/03/2009;1;2;4
139545;240029;8;30/11/2009;1;1;3
139268;240029;8;05/12/2009;1;1;3
139544;240029;8;23/11/2009;1;1;3
143880;240029;8;06/01/2010;1;2;3
120446;240029;8;14/07/2009;1;1;1
78020;242964;8;16/02/2006;1;;
185312;242964;8;09/11/2010;1;2;6
154914;242964;8;29/03/2010;1;2;3
114184;243830;8;22/05/2009;1;2;3
157907;244207;8;17/04/2010;1;1;3
154856;244207;8;20/03/2010;1;3;3
154852;244207;8;27/03/2010;1;1;3
102772;244879;8;02/03/2009;9;1;
78745;244879;8;24/10/2008;1;1;3
103639;245915;8;10/02/2007;7;;
59688;246280;8;15/07/2005;1;;
62591;246443;8;08/10/2005;9;;
63073;246443;8;22/10/2005;7;;
66327;246443;8;26/11/2005;1;;
68670;246443;8;10/12/2005;1;;
77993;246443;8;11/03/2006;7;;
92667;246443;8;27/09/2006;2;;
100682;246443;8;13/01/2007;1;;
111502;246443;8;12/05/2007;7;;
111120;246443;8;05/05/2007;1;;
156751;246443;8;10/04/2010;1;3;3
172170;246443;8;11/08/2010;1;1;3
139490;246443;8;05/12/2009;1;3;
156881;246443;8;10/04/2010;2;3;
40150;246443;8;13/11/2007;1;1;
99383;246443;8;14/03/2009;1;1;4
53716;250381;8;17/03/2008;1;1;3
54495;250381;8;22/03/2008;1;1;
143570;250381;8;05/01/2010;1;2;3
188847;250583;8;20/11/2010;1;3;6
179341;250583;8;28/09/2010;1;1;3
180823;250583;8;02/10/2010;1;3;3
151258;250583;8;01/03/2010;1;2;4
88840;250603;2;08/01/2009;1;1;3
106837;251184;8;02/03/2009;9;1;
48659;252289;1;05/03/2003;1;;
48827;252289;1;25/04/2003;2;4;
49465;252289;1;20/03/2003;9;4;
79733;252289;4;12/04/2006;9;;
109521;252289;4;21/04/2007;1;;
199927;252289;3;17/01/2011;1;2;6
97616;252629;8;09/12/2006;1;;
153540;252629;8;16/03/2010;1;2;3
89684;253623;8;19/08/2006;1;;
160405;253623;8;08/05/2010;1;3;
133250;253623;8;10/10/2009;1;3;3
178388;253623;8;18/09/2010;1;3;3
131120;253623;8;03/10/2009;1;3;
87610;253623;8;05/01/2009;1;1;2
146987;253623;8;23/01/2010;1;3;3
152198;253623;8;27/02/2010;7;3;3
117683;254425;8;23/07/2007;1;;
195482;254425;8;27/12/2010;1;2;6
138159;254425;8;30/11/2009;1;2;3
113624;254943;2;14/05/2009;1;1;5
186321;254943;2;06/11/2010;9;3;
126340;254943;2;29/08/2009;7;3;
127552;254943;2;05/09/2009;7;3;3
141651;254943;2;21/12/2009;1;1;
141648;254943;2;21/12/2009;1;2;2
91192;257294;5;12/09/2006;1;;
91193;257294;5;12/09/2006;1;;
93066;257294;5;05/10/2006;1;;
120533;257294;5;27/08/2007;1;;
134489;257294;5;31/10/2009;1;2;2
73505;258055;5;16/01/2006;1;;
94241;258657;8;20/02/2009;3;2;3
108815;260777;6;26/03/2009;7;2;
120804;261206;8;16/07/2009;1;1;3
168025;261206;8;14/07/2010;1;2;3
61569;262543;8;10/09/2005;1;;
122061;262543;8;05/09/2007;1;;
121701;262543;8;01/09/2007;1;;
39775;262543;8;31/08/2007;1;1;
37653;262543;8;19/09/2007;1;1;
100571;263752;6;02/03/2009;9;1;
138190;265304;7;28/11/2009;1;3;4
138189;265304;7;06/11/2009;1;3;
103681;265531;8;19/02/2007;1;;
111148;265531;8;05/05/2007;1;;
185271;265531;8;06/11/2010;1;3;
47147;265906;8;01/12/2007;1;1;
194970;265906;8;24/12/2010;1;1;2
136123;265906;8;16/11/2009;1;2;3
89626;265906;8;14/01/2009;1;2;3
141180;265906;8;21/12/2009;1;2;3
151943;266396;8;27/02/2010;7;2;
65291;266458;4;22/11/2005;1;;
70002;266458;4;01/12/2005;1;;
75589;266458;4;04/02/2006;1;;
75292;266458;;29/09/2008;1;2;
183777;266458;;28/10/2010;1;2;3
161578;266458;;26/05/2010;1;2;3
166185;266458;;26/06/2010;1;3;
156096;266458;;03/04/2010;1;3;3
80071;266750;5;19/04/2006;1;;
80118;266750;5;20/04/2006;1;;
112210;266750;5;12/05/2007;7;;
115992;266750;5;09/06/2007;1;;
108739;270510;6;26/03/2009;7;2;
60316;270944;8;16/08/2005;1;2;
112947;270944;8;11/05/2009;1;2;3
47153;270944;8;01/12/2007;1;1;
150762;270944;8;25/02/2010;1;2;5
144195;270944;8;08/01/2010;1;2;3
86985;270944;8;03/01/2009;1;1;
61681;271375;8;13/09/2005;1;;
136254;271375;8;17/11/2009;1;2;3
146975;271375;8;23/01/2010;1;3;3
132447;271674;7;16/10/2009;1;2;3
80984;271746;8;29/04/2006;1;;
161524;271746;8;26/05/2010;1;2;5
47155;271746;8;01/12/2007;1;1;
55487;273439;8;31/03/2008;1;1;3
52955;274360;8;08/03/2008;1;1;3
94754;275472;4;30/10/2006;3;;
199334;275472;2;13/01/2011;1;2;3
175299;275472;;26/08/2010;1;2;
74064;276892;8;13/09/2008;1;1;
192641;277331;7;18/12/2010;1;1;2
196579;277331;7;24/12/2010;1;1;
59012;277331;7;02/05/2008;1;1;
42586;277331;7;01/12/2007;1;1;4
130639;277331;7;05/10/2009;1;1;4
130638;277331;7;03/10/2009;1;1;4
97057;277331;7;03/03/2009;1;1;3
83409;277331;7;24/11/2008;1;1;
69680;277331;7;11/08/2008;1;1;
179857;277402;2;01/10/2010;1;2;3
147814;277402;2;03/02/2010;1;2;3
146217;277402;2;22/01/2010;1;2;3
146219;277402;2;21/01/2010;1;1;3
63804;277611;4;14/11/2005;9;;
64123;277611;4;15/11/2005;1;;
64051;277611;4;14/11/2005;9;;
64382;277611;4;16/11/2005;3;;
64357;277611;4;15/11/2005;1;;
64562;277611;4;17/11/2005;9;;
66587;277611;4;30/11/2005;1;;
67891;277611;4;03/12/2005;7;;
72127;277611;4;30/11/2005;1;;
72536;277611;4;31/12/2005;1;;
74334;277611;4;21/01/2006;7;;
83120;277611;4;02/06/2006;1;;
85801;277611;4;06/07/2006;1;;
90222;277611;4;04/09/2006;1;;
92409;277611;4;25/09/2006;1;;
50711;277611;4;13/02/2008;9;1;
57439;277611;4;19/04/2008;1;1;
64145;277611;4;23/06/2008;1;3;
111009;277611;;18/04/2009;1;2;
193300;277611;;21/12/2010;1;1;
197507;277611;;03/01/2011;1;1;3
150387;277611;;20/02/2010;9;1;3
176972;277611;;04/09/2010;1;3;
177125;277611;;11/09/2010;8;3;3
71687;277611;;28/08/2008;1;1;
117095;277687;7;20/06/2009;1;1;3
117096;277687;7;22/06/2009;1;2;6
101727;277687;7;18/03/2009;7;1;
161717;277777;2;28/05/2010;1;2;3
89535;278235;5;23/08/2006;1;;
101375;278235;5;20/01/2007;1;;
111871;278235;5;22/05/2007;6;;
123883;278235;5;25/09/2007;9;;
63580;278235;5;31/05/2008;1;1;3
190522;278235;5;11/12/2010;1;1;6
190524;278235;5;07/12/2010;2;1;6
193378;278235;5;21/12/2010;1;1;2
193375;278235;5;17/12/2010;1;1;2
193376;278235;5;18/12/2010;1;1;6
193377;278235;5;20/12/2010;1;1;2
166355;278235;5;02/07/2010;1;1;
166354;278235;5;01/07/2010;1;1;
128859;278235;5;21/09/2009;1;1;
143245;278235;5;31/12/2009;1;2;
143246;278235;5;30/12/2009;1;1;
91035;279181;7;24/01/2009;1;1;
172563;279181;7;16/08/2010;9;1;4
97388;279181;7;07/03/2009;1;3;
93874;279181;7;14/02/2009;1;1;
117392;279231;2;24/06/2009;1;2;
182873;279231;2;21/10/2010;1;2;3
165664;279231;2;29/06/2010;1;2;3
197709;279512;;04/01/2011;3;2;3
99068;280437;7;02/01/2007;1;;
99370;280437;7;03/01/2007;1;;
109436;280437;7;21/04/2007;7;;
114544;280437;7;19/06/2007;1;;
114914;280437;7;22/06/2007;1;2;
58702;280437;7;03/05/2008;1;2;
58627;280437;7;02/05/2008;1;1;
197326;280437;7;31/12/2010;1;2;
88232;280437;7;05/01/2009;1;1;5
71477;280437;7;26/08/2008;1;1;
56332;280443;1;09/12/2004;1;2;
77298;280443;6;06/03/2006;1;;
94771;280443;6;30/10/2006;1;;
94961;280443;6;31/10/2006;1;;
95704;280443;6;04/11/2006;1;;
81815;280443;6;15/11/2008;7;2;3
119524;280836;6;04/07/2009;1;1;3
55048;281272;1;15/09/2004;2;;
59041;281272;1;18/07/2005;1;;
43142;284505;4;11/12/2007;1;3;4
43978;284505;4;18/12/2007;1;1;4
43977;284505;4;11/12/2007;1;1;
42929;284505;4;10/12/2007;1;2;4
125844;284505;3;28/08/2009;1;2;3
191519;284505;3;11/12/2010;7;3;
137315;284505;3;21/11/2009;1;3;3
127117;284505;3;05/09/2009;1;1;
160393;290946;8;08/05/2010;1;3;
186679;290997;8;17/11/2010;1;2;
60859;291135;6;25/08/2005;1;;
60860;291135;6;25/08/2005;1;;
193475;291135;3;21/12/2010;1;1;
138488;291135;3;02/12/2009;1;1;3
88489;292478;8;06/01/2009;9;1;
62712;292743;6;13/10/2005;1;;
78637;293377;8;23/10/2008;1;1;3
140118;295549;8;12/12/2009;1;1;3
105866;296321;8;02/03/2009;9;1;
92823;297158;8;30/09/2006;7;;
107405;297158;8;28/03/2007;7;;
174299;297158;8;21/08/2010;7;3;
64520;297158;8;25/06/2008;7;2;3
121334;297307;8;30/08/2007;1;;
192259;297307;8;20/12/2010;1;2;2
75151;299737;4;03/02/2006;1;;
79253;299737;4;06/04/2006;1;;
79902;299737;4;14/04/2006;1;;
75509;299737;2;30/09/2008;1;2;
88843;301076;8;05/01/2009;9;1;
88846;301076;8;26/12/2008;9;1;
88849;301076;8;30/12/2008;9;1;
88847;301076;8;27/12/2008;9;1;
88845;301076;8;24/12/2008;9;1;
88848;301076;8;29/12/2008;9;1;
162348;301076;8;01/06/2010;1;1;2
110430;301861;8;02/05/2007;6;;
137489;301861;8;21/11/2009;1;1;3
50533;301861;8;09/02/2008;1;1;3
75998;301861;8;04/10/2008;1;1;1
74867;301861;8;20/09/2008;1;1;3
83434;301861;8;24/11/2008;1;1;2
195562;302264;8;23/12/2010;1;1;
195561;302264;8;24/12/2010;1;1;
139862;302264;8;10/12/2009;1;1;3
56975;302268;1;14/02/2005;2;;
92920;302268;4;30/09/2006;7;;
160000;302268;3;11/05/2010;1;2;3
147947;302268;3;30/01/2010;1;3;1
75040;302268;3;20/09/2008;7;3;
74657;302268;3;13/09/2008;1;1;
121428;303317;8;23/07/2009;1;2;5
55078;304779;1;20/09/2004;1;4;
67204;305331;4;17/12/2005;1;;
67959;305331;4;03/12/2005;1;;
69218;305331;4;26/11/2005;1;;
69705;305331;4;05/12/2005;1;;
98132;305331;4;16/12/2006;7;;
117446;305331;4;18/07/2007;1;;
59158;305331;4;06/05/2008;1;3;
59159;305331;4;05/05/2008;1;3;
59157;305331;4;07/05/2008;1;3;
189670;305331;;06/12/2010;1;1;3
189671;305331;;27/11/2010;1;1;3
196542;305331;;29/12/2010;1;1;
178659;305331;;22/09/2010;1;1;
78083;305587;4;20/03/2006;1;;
124043;305587;4;28/09/2007;1;;
182690;306295;2;20/10/2010;1;2;3
186917;306295;2;12/11/2010;1;1;
186918;306295;2;13/11/2010;1;1;
186915;306295;2;10/11/2010;1;1;
153329;306295;2;15/03/2010;1;2;3
153453;306295;2;15/03/2010;1;2;3
51491;307133;1;06/01/2004;1;;
101188;307133;6;02/03/2009;9;1;
56607;307237;1;03/01/2005;1;;
97221;307237;4;04/12/2006;1;;
97276;307237;4;05/12/2006;9;;
97322;307237;4;05/12/2006;1;;
100923;307237;4;19/01/2007;7;;
101568;307237;4;20/01/2007;1;;
103049;307237;4;12/02/2007;7;;
103189;307237;4;12/02/2007;5;;
114717;307237;4;21/06/2007;9;;
124568;307237;4;29/09/2007;7;;
125462;307237;4;17/10/2007;1;;
166943;307237;3;07/07/2010;1;2;5
50055;307780;1;12/08/2003;1;;
50071;307780;1;13/08/2003;1;;
55231;307780;1;30/09/2004;1;;
86686;307780;5;12/07/2006;1;;
121979;307780;5;05/09/2007;1;;
167691;307780;5;12/07/2010;1;1;
104330;307788;8;02/03/2009;9;1;
70916;309204;4;21/12/2005;1;;
70558;309204;4;21/12/2005;1;;
123507;309204;4;19/09/2007;1;;
196599;309204;2;24/12/2010;1;1;
198026;309204;2;05/01/2011;1;2;
134455;309204;2;30/10/2009;1;2;
137205;309204;2;23/11/2009;1;1;
137080;309204;2;23/11/2009;9;2;
148124;309204;2;04/02/2010;1;2;3
148164;309204;2;04/02/2010;1;1;3
109551;309724;8;01/04/2009;1;3;5
109550;309724;8;02/04/2009;1;2;5
128837;335803;7;21/09/2009;1;2;3
174386;364357;8;27/08/2010;1;2;3
93882;364936;8;17/02/2009;1;1;
93770;364936;8;17/02/2009;1;2;3
93364;365666;8;13/02/2009;1;2;5
93365;365666;8;12/02/2009;1;1;5
64510;373557;8;21/06/2008;2;3;1
83764;384772;8;03/12/2008;1;2;3
173081;384772;8;19/08/2010;1;2;3
173883;384772;8;25/08/2010;1;2;3
67236;408434;4;19/12/2005;5;;
67284;408434;4;19/12/2005;1;;
99517;408434;5;04/01/2007;1;;
