SubscriptionID	CustomerID	ProductID	Pattern	StartDate	EndDate	NbrNewspapers	NbrStart	RenewalDate	PaymentType	PaymentStatus	PaymentDate	FormulaID	GrossFormulaPrice	NetFormulaPrice	NetNewspaperPrice	ProductDiscount	FormulaDiscount	TotalDiscount	TotalPrice	TotalCredit
1126830	302264	8	1111110	25/06/2010	2/8/2010	25	25	19/07/2010	DD	Paid	9/6/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1127078	973456	1	1111110	10/7/2010	8/7/2011	304	10	BT	Paid	21/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
112712	96138	8	1111110	1/4/2008	30/03/2009	304	10	2/3/2009	BT	Paid	26/03/2008	875	249	249	0.819079	0	0	0	249	
112713	96138	8	1111110	2/4/2007	31/03/2008	303	25	3/3/2008	BT	Paid	8/3/2007	874	235	235	0.775578	0	0	0	235	
112714	96138	8	1111110	1/4/2006	31/03/2007	303	15	BT	Paid	13/03/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
112715	96140	8	1111110	1/1/2008	31/03/2008	76	25	17/03/2008	DD	Paid	19/12/2007	865	74	74	0.973684	0	0	0	74	
112716	96140	8	1111110	30/09/2007	31/12/2007	77	25	17/12/2007	DD	Paid	13/09/2007	864	68	68	0.883117	0	0	0	68	
112717	96140	8	1111110	2/7/2007	29/09/2007	76	25	DD	Paid	13/06/2007	13/05/1902	68	68	0.894737	0	0	0	68	0	
112718	96140	8	1111110	2/4/2007	30/06/2007	74	25	DD	Paid	14/03/2007	13/05/1902	68	68	0.918919	0	0	0	68	0	
112719	96140	8	1111110	2/1/2007	31/03/2007	77	25	DD	Paid	13/12/2006	13/05/1902	68	68	0.883117	0	0	0	68	0	
1127291	226392	8	1111110	10/7/2010	7/10/2010	76	10	7/9/2010	BT	Paid	2/7/2010	8737	79	79	1.039.474	0	0	0	79	
1127465	74201	8	1111110	11/6/2010	14/06/2011	304	25	BT	Paid	15/07/2010	13/02/1925	267	267	0.878289	0	0	0	267	0	
1127536	105872	8	1111110	2/7/2010	30/07/2011	329	10	BT	Paid	25/06/2010	14/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1127768	29831	8	1111110	26/06/2010	26/07/2010	25	25	12/7/2010	DD	Paid	16/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1127770	292478	8	1111110	26/06/2010	9/8/2010	25	10	26/07/2010	DD	Paid	16/06/2010	8638	27	27	1.08	0	0	0	27	
1127826	777120	1	1111110	11/7/2010	2/8/2011	304	10	BT	Paid	9/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1127846	151219	8	10	11/7/2010	23/07/2011	52	4	BT	Paid	13/07/2010	13/02/1904	57.2	57.2	1.1	0	0	0	57.2	0	
1127880	799029	7	10	11/7/2010	30/07/2011	52	4	BT	Paid	7/7/2010	17/04/1905	57.2	57.2	1.1	0	0	0	57.2	0	
1128010	770145	6	10	11/7/2010	5/2/2011	26	4	6/1/2011	BT	Paid	5/7/2010	1932	28.6	28.6	1.1	0	0	0	28.6	
1128039	106172	8	1111110	11/7/2010	8/10/2010	76	10	8/9/2010	BT	Paid	15/07/2010	8635	79	79	1.039.474	0	0	0	79	
1128068	216536	8	1111110	11/7/2010	11/1/2011	152	10	13/12/2010	BT	Paid	9/7/2010	8636	148	148	0.973684	0	0	0	148	
1128071	1147621	8	1111110	11/7/2010	23/07/2010	152	10	BT	Not Paid	Paid	8553	148	148	0.973684	0	0	0	0	0	
1128133	893886	1	10	11/7/2010	9/10/2010	13	4	9/9/2010	BT	Paid	2/7/2010	1930	14.3	14.3	1.1	0	0	0	14.3	
1128134	18636	2	1010010	11/7/2010	11/10/2010	39	12	13/09/2010	BT	Paid	8/7/2010	1930	14.3	14.3	1.1	0	0	0	42.9	
1128154	45221	8	1111110	11/7/2010	8/10/2010	76	10	8/9/2010	BT	Paid	23/06/2010	9353	79	79	1.039.474	0	0	0	79	
1128158	260703	8	1111110	11/7/2010	8/10/2010	76	10	8/9/2010	BT	Paid	25/06/2010	8635	79	79	1.039.474	0	0	0	79	
1128169	502092	8	1111110	11/7/2010	8/10/2010	76	10	8/9/2010	BT	Paid	23/06/2010	8635	79	79	1.039.474	0	0	0	79	
1128222	671850	2	1111110	27/06/2010	27/07/2010	25	10	12/7/2010	DD	Paid	16/06/2010	9417	27	27	1.08	0	0	0	27	
1128285	773204	2	1111110	27/06/2010	27/07/2010	25	25	12/7/2010	DD	Paid	16/06/2010	5389	22.9	22.9	0.916	0	0	0	22.9	
1129216	769827	8	1111110	15/06/2010	11/9/2010	76	25	31/08/2010	BT	Paid	21/06/2010	10038	79	54	0.710526	0	25	25	54	
1129322	110718	8	1111110	14/07/2010	6/8/2011	304	10	BT	Paid	14/07/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
112934	96230	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	27/12/2007	875	249	249	0.819079	0	0	0	249	
1129345	267417	5	1111110	14/07/2010	12/7/2011	304	10	BT	Paid	21/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
112935	96230	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	28/12/2006	874	235	235	0.773026	0	0	0	235	
1129431	882353	2	1111110	13/07/2010	27/09/2011	304	10	BT	Paid	28/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1129556	829226	8	1111110	14/07/2010	26/07/2010	304	10	12/8/2010	BT	Not Paid	Paid	8637	267	267	0.878289	0	0	0	0	
1129618	949584	7	1111110	13/07/2010	11/7/2011	304	10	BT	Paid	23/06/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1129653	460612	2	1111110	14/07/2010	12/7/2011	304	10	BT	Paid	2/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1129738	232442	8	1111110	14/07/2010	12/7/2011	304	10	BT	Paid	12/7/2010	22/11/1924	267	267	0.878289	0	0	0	267	0	
1129743	1129668	1	1111110	21/07/2010	21/07/2010	152	10	BT	Not Paid	Paid	9316									
1129774	515892	6	1111110	29/06/2010	9/7/2010	152	10	BT	Not Paid	Paid	9316	148	148	0.973684	0	0	0	0	0	
1129848	512804	8	1111110	14/07/2010	26/01/2011	152	10	27/12/2010	BT	Paid	16/07/2010	8636	148	148	0.973684	0	0	0	148	
1129868	942652	8	1111110	13/07/2010	11/1/2011	152	10	13/12/2010	BT	Paid	8/7/2010	8636	148	148	0.973684	0	0	0	148	
1129896	767691	8	1111110	13/07/2010	11/1/2011	152	10	13/12/2010	BT	Paid	15/07/2010	8556	148	148	0.973684	0	0	0	148	
1129897	188255	8	1111110	13/07/2010	13/07/2010	152	10	BT	Not Paid	Paid	8636									
1129902	917305	8	1111110	13/07/2010	25/01/2011	152	10	27/12/2010	BT	Paid	7/7/2010	8747	148	148	0.973684	0	0	0	148	
1129957	295368	8	1111110	21/07/2010	19/01/2011	152	10	20/12/2010	BT	Paid	14/07/2010	9185	148	148	0.973684	0	0	0	148	
1129996	725805	2	1111110	14/07/2010	26/10/2010	76	10	27/09/2010	BT	Paid	7/7/2010	9059	79	79	1.039.474	0	0	0	79	
1130011	930619	3	1111110	15/07/2010	12/10/2010	76	10	13/09/2010	BT	Paid	6/7/2010	8644	79	79	1.039.474	0	0	0	79	
1130015	191238	8	1111110	13/07/2010	9/10/2010	76	10	9/9/2010	BT	Paid	12/7/2010	8635	79	79	1.039.474	0	0	0	79	
1130019	76249	8	1111110	13/07/2010	9/10/2010	76	10	9/9/2010	BT	Paid	24/06/2010	8635	79	79	1.039.474	0	0	0	79	
1130056	1113921	3	1111110	13/07/2010	22/07/2010	76	10	BT	Paid	22/06/2010	7/6/1924	79	79	1.039.474	0	0	0	79	0	
1130061	88479	8	1111110	13/07/2010	9/10/2010	76	10	9/9/2010	BT	Paid	22/06/2010	8635	79	79	1.039.474	0	0	0	79	
1130069	780476	7	1000000	3/8/2010	8/11/2010	13	4	11/10/2010	BT	Paid	23/06/2010	1930	14.3	14.3	1.1	0	0	0	14.3	
113012	96272	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	21/12/2007	875	249	249	0.819079	0	0	0	249	
113013	96272	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	29/12/2006	874	235	235	0.773026	0	0	0	235	
1130189	7044	8	1111110	14/07/2010	11/10/2010	76	10	13/09/2010	BT	Paid	8/7/2010	8635	79	79	1.039.474	0	0	0	79	
1130220	113719	8	1111110	15/07/2010	12/10/2010	76	10	13/09/2010	BT	Paid	14/07/2010	9353	79	79	1.039.474	0	0	0	79	
1130223	83216	8	1111110	14/07/2010	11/10/2010	76	10	13/09/2010	BT	Paid	13/07/2010	8555	79	79	1.039.474	0	0	0	79	
113038	96287	8	1111110	4/1/2008	3/1/2009	304	10	4/12/2008	BT	Paid	13/12/2007	875	249	249	0.819079	0	0	0	249	
113039	96287	8	1111110	2/1/2007	3/1/2008	304	25	4/12/2007	BT	Paid	20/12/2006	874	235	235	0.769901	0	0	0	234.05	
1130416	1161618	3	1111110	30/07/2010	26/10/2010	76	10	4/10/2010	BT	Paid	2/7/2010	10709	79	79	1.039.474	0	0	0	79	
1130995	999215	8	1111110	16/06/2010	13/07/2011	329	25	BT	Paid	14/06/2010	14/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1130996	262543	8	1111110	5/7/2010	5/7/2010	158	25	BT	Paid	5/7/2010	24/11/1923	148	148	0.970603	0.486803	0	0.486803	0	-1.533.553	
1130997	262543	8	1111110	5/7/2010	11/2/2011	180	25	12/1/2011	BT	Paid	5/7/2010	8730	267	267	0.851974	4.736.805	0	4.736.805	0	
1131045	202516	8	1111110	16/07/2010	14/07/2011	304	10	BT	Paid	24/06/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1131074	99046	8	1111110	16/07/2010	28/07/2010	304	10	BT	Not Paid	Paid	8803	267	267	0.878289	0	0	0	0	0	
1131141	990750	1	1111110	16/07/2010	14/07/2011	304	10	BT	Paid	14/07/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1131236	79468	8	1111110	16/07/2010	14/01/2011	152	10	15/12/2010	BT	Paid	8/7/2010	9351	148	148	0.973684	0	0	0	148	
1131298	123122	8	1111110	16/07/2010	18/01/2011	152	10	20/12/2010	BT	Paid	3/8/2010	9351	148	148	0.973684	0	0	0	148	
1131336	138273	8	1111110	16/07/2010	14/01/2011	152	10	15/12/2010	BT	Paid	30/06/2010	9351	148	148	0.973684	0	0	0	148	
1131389	212713	8	1111110	18/08/2010	26/02/2011	152	10	27/01/2011	BT	Paid	30/06/2010	8636	148	148	0.973684	0	0	0	148	
1131414	219325	1	1111110	16/07/2010	14/01/2011	152	10	15/12/2010	BT	Paid	15/07/2010	9083	148	148	0.973684	0	0	0	148	
1131486	687526	2	1111110	2/7/2010	29/09/2010	76	10	13/09/2010	DD	Paid	16/06/2010	8644	79	79	1.039.474	0	0	0	79	
1131552	836926	2	1111110	16/07/2010	13/10/2010	76	10	13/09/2010	BT	Paid	28/06/2010	9061	79	79	1.039.474	0	0	0	79	
113165	96345	8	1111110	1/1/2008	30/12/2008	304	10	18/04/2008	BT	Paid	18/12/2007	875	249	249	0.819079	0	0	0	249	
113166	96345	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	19/12/2006	874	235	235	0.773026	0	0	0	235	
1131739	676633	6	1111110	2/7/2010	16/10/2010	76	10	30/09/2010	DD	Paid	16/06/2010	8644	79	79	1.039.474	0	0	0	79	
1131751	107317	8	1111110	2/7/2010	29/09/2010	76	10	13/09/2010	DD	Paid	16/06/2010	8635	79	79	1.039.474	0	0	0	79	
1131861	88715	8	1111110	2/7/2010	29/09/2010	76	10	13/09/2010	DD	Paid	16/06/2010	8635	79	79	1.039.474	0	0	0	79	
1131953	276350	8	1111110	2/7/2010	29/09/2010	76	10	13/09/2010	DD	Paid	16/06/2010	8635	79	79	1.039.474	0	0	0	79	
1132030	96140	8	1111110	2/7/2010	29/09/2010	76	10	13/09/2010	DD	Paid	16/06/2010	8635	79	79	1.039.474	0	0	0	79	
1132348	183498	8	1111110	17/07/2010	30/07/2011	304	10	BT	Paid	1/7/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
113239	96371	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	19/12/2007	875	249	249	0.819079	0	0	0	249	
113240	96371	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	12/12/2006	874	235	235	0.773026	0	0	0	235	
1132454	459633	7	1111110	17/07/2010	15/07/2011	304	10	BT	Paid	5/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1132485	655165	1	1111110	17/07/2010	1/8/2011	304	10	BT	Paid	2/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1132600	759556	8	1111110	17/07/2010	14/10/2010	76	10	14/09/2010	BT	Paid	19/07/2010	8635	79	79	1.039.474	0	0	0	79	
1132655	873791	8	1111110	17/07/2010	29/07/2010	76	10	BT	Not Paid	Paid	9353	79	79	1.039.474	0	0	0	0	0	
1132750	892496	3	1111110	17/07/2010	29/07/2010	76	10	BT	Not Paid	Paid	8936	79	79	1.039.474	0	0	0	0	0	
1133036	897693	1	1111110	18/07/2010	6/9/2011	304	10	BT	Paid	8/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1133043	687171	5	10	18/07/2010	30/07/2011	52	4	BT	Paid	6/7/2010	17/04/1905	57.2	57.2	1.1	0	0	0	57.2	0	
1133045	1108701	1	1111110	23/06/2010	23/08/2011	354	25	BT	Paid	2/7/2010	12/10/1926	310.914.306	267	0.754237	0	43.914.306	43.914.306	267	0	
1133047	291462	8	1111110	22/06/2010	19/08/2011	354	25	BT	Paid	30/06/2010	5/8/1927	310.914.306	267	0.754237	0	43.914.306	43.914.306	267	0	
1133124	1027022	7	1111110	18/07/2010	16/07/2011	304	10	BT	Paid	1/7/2010	19/03/1924	267	267	0.878289	0	0	0	267	0	
1133274	264642	3	1111110	18/07/2010	17/01/2011	152	10	20/12/2010	BT	Paid	29/06/2010	8789	148	148	0.973684	0	0	0	148	
1133365	766579	2	1111110	18/07/2010	23/10/2010	76	10	23/09/2010	BT	Paid	14/07/2010	8925	79	79	1.039.474	0	0	0	79	
1133387	222899	8	1111110	18/07/2010	15/10/2010	76	10	15/09/2010	BT	Paid	19/07/2010	8635	79	79	1.039.474	0	0	0	79	
1133413	1149767	8	1111110	18/07/2010	15/10/2010	76	10	15/09/2010	BT	Paid	30/06/2010	8552	79	79	1.039.474	0	0	0	79	
1133439	47428	8	1111110	4/7/2010	1/10/2010	76	10	15/09/2010	DD	Paid	23/06/2010	8635	79	79	1.039.474	0	0	0	79	
1133469	53936	8	1111110	18/07/2010	19/10/2010	76	10	20/09/2010	BT	Paid	3/8/2010	8548	79	79	1.039.474	0	0	0	79	
1133510	674158	3	1111110	4/9/2010	2/10/2010	25	10	16/09/2010	DD	Paid	23/06/2010	9416	27	27	1.08	0	0	0	27	
1133703	1129668	1	1111110	21/07/2010	31/08/2011	329	10	BT	Paid	2/7/2010	19/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1133737	673006	2	1111110	4/7/2010	3/8/2010	25	25	19/07/2010	DD	Paid	23/06/2010	9466	23.6	23.6	0.944	0	0	0	23.6	
113386	96459	8	1111110	10/5/2008	9/5/2009	304	10	9/4/2009	BT	Paid	6/5/2008	875	249	249	0.819079	0	0	0	249	
113387	96459	8	1111110	10/5/2007	9/5/2008	305	25	9/4/2008	BT	Paid	4/5/2007	874	235	235	0.770492	0	0	0	235	
113388	96459	8	1111110	10/5/2006	9/5/2007	303	15	BT	Paid	8/5/2006	22/05/1902	229	229	0.755776	0	0	0	229	0	
1134097	280836	6	1111110	20/07/2010	18/07/2011	304	10	BT	Paid	7/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1134111	161149	8	1111110	20/07/2010	2/8/2011	304	10	BT	Paid	28/07/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1134168	658264	7	1111110	21/07/2010	2/8/2010	304	10	BT	Not Paid	Paid	8640	267	267	0.878289	0	0	0	0	0	
1134372	807708	7	1111110	21/07/2010	31/07/2010	304	10	29/07/2010	BT	Not Paid	Paid	8896	267	267	0.878289	0	0	0	0	
1134449	996607	8	1111110	9/10/2010	8/11/2010	25	10	BT	Paid	9/10/2010	30/05/1923	27	27	0	27	0	27	0	0	
1134479	963787	3	1111110	20/07/2010	28/01/2011	152	10	29/12/2010	BT	Paid	26/07/2010	8642	148	148	0.973684	0	0	0	148	
1134571	196139	8	1111110	20/07/2010	18/01/2011	152	10	20/12/2010	BT	Paid	7/7/2010	8636	148	148	0.973684	0	0	0	148	
1134600	772464	2	1111110	21/07/2010	25/10/2010	76	10	27/09/2010	BT	Paid	6/7/2010	8788	79	79	1.039.474	0	0	0	79	
1134638	75114	8	1111110	20/07/2010	5/11/2010	76	10	6/10/2010	BT	Paid	19/08/2010	8555	79	79	1.039.474	0	0	0	79	
1134718	749043	6	1111110	20/07/2010	16/10/2010	76	10	16/09/2010	BT	Paid	30/06/2010	8644	79	79	1.039.474	0	0	0	79	
1134777	1150045	8	1111110	20/07/2010	20/07/2010	76	10	BT	Not Paid	Paid	8552									
1134790	188226	8	1111110	29/07/2010	9/11/2010	76	10	11/10/2010	BT	Paid	19/07/2010	8635	79	79	1.039.474	0	0	0	79	
1134823	169156	8	1111110	20/07/2010	16/10/2010	76	10	16/09/2010	BT	Paid	2/7/2010	8801	79	79	1.039.474	0	0	0	79	
1134837	15316	8	1111110	7/7/2010	4/10/2010	76	10	20/09/2010	DD	Paid	23/06/2010	8635	79	79	1.039.474	0	0	0	79	
1134917	70505	8	1111110	20/07/2010	16/09/2010	76	10	BT	Not Paid	Paid	9168	79	79	1.039.474	0	0	0	0	0	
1134930	497509	2	1111110	21/07/2010	28/07/2010	76	10	BT	Not Paid	Paid	10709	79	79	1.039.474	0	0	0	0	0	
1135058	976975	6	1111110	6/7/2010	4/8/2010	25	25	19/07/2010	DD	Paid	23/06/2010	9466	23.6	23.6	0.944	0	0	0	23.6	
1135066	108011	8	1111110	7/7/2010	5/8/2010	25	25	20/07/2010	DD	Paid	23/06/2010	4688	22.9	22.9	0.916	0	0	0	22.9	
1135080	455525	2	1111110	6/7/2010	4/8/2010	25	25	19/07/2010	DD	Paid	23/06/2010	9466	23.6	23.6	0.944	0	0	0	23.6	
1135158	147765	8	1111110	8/7/2010	6/8/2010	25	25	21/07/2010	DD	Paid	23/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
113519	96527	8	1111110	1/1/2008	30/12/2008	304	10	21/11/2008	BT	Paid	1/1/2008	875	249	249	0	249	0	249	0	
113520	96527	8	1111110	2/1/2007	31/12/2007	304	25	1/12/2007	BT	Paid	2/1/2007	874	235	235	0	234.999.904	0	234.999.904	0	
1135313	70052	8	1111110	6/7/2010	4/8/2010	25	25	19/07/2010	DD	Paid	23/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1135318	814753	2	1111110	8/7/2010	6/8/2010	25	10	21/07/2010	DD	Paid	23/06/2010	9417	27	27	1.08	0	0	0	27	
1135374	709655	6	1111110	23/07/2010	20/07/2011	304	10	BT	Paid	1/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1135382	100029	8	1111110	23/07/2010	20/07/2011	304	10	BT	Paid	19/07/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1135681	845088	8	1111110	23/07/2010	27/10/2010	76	10	27/09/2010	BT	Paid	9/7/2010	9097	79	79	1.039.474	0	0	0	79	
1135706	1024876	8	1111110	23/07/2010	15/11/2010	76	10	18/10/2010	BT	Paid	5/8/2010	9121	79	79	1.039.474	0	0	0	79	
1135715	229704	8	1111110	9/7/2010	7/8/2010	25	25	28/06/2010	DD	Paid	23/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1135720	464236	1	1111110	27/06/2010	29/07/2011	304	25	BT	Paid	30/06/2010	27/02/1926	267	146.85	0.483059	0	120.15	120.15	146.85	0	
1135807	1013419	8	1111110	23/07/2010	3/8/2010	76	10	BT	Not Paid	Paid	9137	79	79	1.039.474	0	0	0	0	0	
1135855	109402	8	1111110	3/7/2010	1/8/2011	329	10	BT	Paid	2/7/2010	14/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1135872	687377	3	1111110	9/7/2010	25/08/2010	25	10	22/07/2010	DD	Paid	23/06/2010	9417	27	27	1.08	0	0	0	27	
1135899	303317	8	1111110	17/07/2010	30/08/2010	25	25	14/09/2010	BT	Paid	1/9/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1135919	663403	2	1111110	9/7/2010	7/8/2010	25	10	22/07/2010	DD	Paid	23/06/2010	9417	27	27	1.08	0	0	0	27	
1135955	515669	8	1111110	24/07/2010	27/10/2010	76	10	27/09/2010	BT	Paid	7/7/2010	9353	79	79	1.039.474	0	0	0	79	
1136083	811253	8	1111110	24/07/2010	26/07/2010	76	10	23/07/2010	BT	Not Paid	Paid	9097	79	79	1.039.474	0	0	0	0	
1136117	188255	8	1111110	13/07/2010	10/8/2011	329	10	BT	Paid	23/06/2010	14/10/1925	288.957.237	267	0.81155	0	21.957.237	21.957.237	267	0	
1136146	86358	8	1111110	10/7/2010	9/8/2010	25	25	26/07/2010	DD	Paid	30/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1136172	793341	8	1111110	10/7/2010	20/08/2010	25	10	4/8/2010	DD	Paid	30/06/2010	8638	27	27	1.08	0	0	0	27	
113649	96599	8	1111110	1/1/2008	30/06/2008	152	10	2/6/2008	BT	Paid	29/12/2007	870	138	138	0.907895	0	0	0	138	
113650	96599	8	1111110	2/7/2007	31/12/2007	153	25	1/12/2007	BT	Paid	4/7/2007	869	127	127	0.830065	0	0	0	127	
113651	96599	8	1111110	2/1/2007	30/06/2007	151	25	BT	Paid	20/12/2006	18/05/1902	127	127	0.84106	0	0	0	127	0	
1136692	664477	7	1111110	24/07/2010	25/07/2011	304	10	BT	Paid	8/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1136709	505015	5	1111110	24/07/2010	4/8/2010	304	10	BT	Not Paid	Paid	8640	267	267	0.878289	0	0	0	0	0	
1136824	772714	1	1111110	25/07/2010	23/07/2011	304	10	BT	Paid	9/7/2010	24/01/1924	267	267	0.878289	0	0	0	267	0	
1136856	35584	8	1111110	3/7/2010	2/8/2010	82	25	BT	Not Paid	Paid	9096	85.236.842	79	0.963415	0	6.236.842	6.236.842	0	0	
1136991	21243	8	1111110	25/07/2010	24/01/2011	152	10	23/12/2010	BT	Paid	4/8/2010	9095	148	148	0.973684	0	0	0	148	
1136993	146838	8	1111110	30/06/2010	2/7/2010	177	25	1/7/2010	BT	Not Paid	Paid	10253	172.342.068	148	0.836158	0	24.342.068	24.342.068	0	
1137013	800515	6	1111110	25/07/2010	13/11/2010	76	10	BT	Paid	13/07/2010	17/12/1924	79	79	1.039.474	0	0	0	79	0	
1137022	68399	2	1111110	25/07/2010	22/10/2010	76	10	22/09/2010	BT	Paid	6/7/2010	8644	79	79	1.039.474	0	0	0	79	
1137031	723982	7	1111110	11/7/2010	8/10/2010	76	10	22/09/2010	DD	Paid	30/06/2010	8644	79	79	1.039.474	0	0	0	79	
1137060	649295	2	1111110	25/07/2010	21/10/2010	76	10	21/09/2010	BT	Paid	23/07/2010	8644	79	79	1.039.474	0	0	0	79	
1137121	67723	8	1111110	11/7/2010	11/8/2010	25	25	26/07/2010	DD	Paid	30/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1137175	52794	8	1111110	11/7/2010	10/8/2010	25	25	26/07/2010	DD	Paid	30/06/2010	4688	22.9	22.9	0.916	0	0	0	22.9	
1137358	1150113	8	1111110	20/07/2010	18/08/2010	25	25	2/8/2010	DD	Paid	30/06/2010	9465	23.6	23.6	0.944	0	0	0	23.6	
1137703	99534	8	1111110	1/9/2010	3/9/2010	152	25	6/9/2010	BT	Not Paid	Paid	8556	148	148	0.973684	0	0	0	0	
1138267	664405	2	1111110	29/07/2010	27/07/2011	304	10	BT	Paid	26/07/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1138280	761493	5	1111110	6/8/2010	4/8/2011	304	10	BT	Paid	6/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1138289	244534	8	1111110	28/07/2010	26/07/2011	304	10	BT	Paid	5/7/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1138294	778905	8	1111110	28/07/2010	26/07/2011	304	10	BT	Paid	8/7/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1138335	655939	1	1111110	29/07/2010	27/07/2011	304	10	BT	Paid	13/07/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1138386	277402	2	1111110	29/07/2010	27/07/2011	304	10	BT	Paid	12/7/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1138440	746358	2	1111110	27/07/2010	25/07/2011	304	10	BT	Paid	22/07/2010	27/08/1923	267	267	0.878289	0	0	0	267	0	
1138573	746901	8	1111110	27/07/2010	25/07/2011	304	10	BT	Paid	28/07/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
1138593	635987	8	1111110	9/7/2010	20/07/2010	152	10	BT	Not Paid	Paid	8990	148	148	0.973684	0	0	0	0	0	
1138602	139105	3	1111110	28/07/2010	26/07/2011	304	10	BT	Paid	15/07/2010	16/05/1924	267	267	0.878289	0	0	0	267	0	
1138646	993494	2	1111110	27/07/2010	27/07/2010	354	10	BT	Not Paid	Paid	9782									
1138750	1140361	2	1111110	4/7/2010	1/9/2010	50	25	2/8/2010	BT	Paid	9/7/2010	11118	47.2	23.6	0.472	0	23.6	23.6	23.6	
1138786	49387	8	1111110	29/07/2010	26/01/2011	152	10	27/12/2010	BT	Paid	14/07/2010	8802	148	148	0.973684	0	0	0	148	
1138834	809750	8	1111110	28/07/2010	28/07/2010	152	10	BT	Not Paid	Paid	9117									
1138862	435027	8	1111110	29/07/2010	26/01/2011	152	10	27/12/2010	BT	Paid	6/8/2010	8636	148	148	0.973684	0	0	0	148	
1139016	791818	8	1111110	27/07/2010	22/10/2010	76	10	22/09/2010	BT	Paid	3/8/2010	9353	79	79	1.039.474	0	0	0	79	
1139048	418827	1	1111110	27/07/2010	22/10/2010	76	10	22/09/2010	BT	Paid	9/7/2010	8644	79	79	1.039.474	0	0	0	79	
1139118	686887	3	1111110	13/07/2010	9/10/2010	76	10	23/09/2010	DD	Paid	30/06/2010	8644	79	79	1.039.474	0	0	0	79	
1139141	899177	8	1111110	28/07/2010	23/10/2010	76	10	23/09/2010	BT	Paid	5/7/2010	8635	79	79	1.039.474	0	0	0	79	
1139205	599953	2	1111110	13/07/2010	9/10/2010	76	10	23/09/2010	DD	Paid	30/06/2010	8644	79	79	1.039.474	0	0	0	79	
1139295	855438	2	1111110	28/07/2010	7/8/2010	76	10	BT	Not Paid	Paid	10709	79	79	1.039.474	0	0	0	0	0	
1139335	1012425	3	1111110	28/07/2010	7/8/2010	76	10	BT	Not Paid	Paid	10709	79	79	1.039.474	0	0	0	0	0	
1139396	850336	2	1111110	27/07/2010	29/10/2010	76	10	29/09/2010	BT	Paid	20/08/2010	8644	79	79	1.039.474	0	0	0	79	
1139655	229704	8	1111110	8/8/2010	9/10/2010	50	25	23/09/2010	DD	Paid	30/06/2010	11142	47.2	23.6	0.472	0	23.6	23.6	23.6	
1139694	120248	8	1111110	30/07/2010	28/07/2011	304	10	BT	Paid	7/7/2010	24/08/1923	267	267	0.878289	0	0	0	267	0	
